Place,Competitor,DOB,Nationality,Score,Date,ResultScore,City
2691,Alexandre DAZARD,1998,FRA,831,829,F,"Half Marathon, 1:09:41 , 03 MAR 2024, Harmonie Mutuelle Semi de Paris, Paris"
2692,Ryan WOJDYLA,,USA,830,904,F,"Marathon, 2:26:23 , 08 OCT 2023, Bank of America Chicago Marathon, Chicago, IL"
2692,Ryan WOJDYLA,,USA,830,756,F,"Marathon, 2:35:33 *, 17 APR 2023, B.A.A. Boston Marathon, Boston, MA - Mass Race"
2693,Adria JIMENEZ,,ESP,830,893,F,"Marathon, 2:27:08 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2693,Adria JIMENEZ,,ESP,830,767,F,"Half Marathon, 1:11:33 , 22 OCT 2023, Valencia Half Marathon Trinidad Alfonso Zurich, Valencia"
2693,Adria JIMENEZ,,ESP,830,878,F,"Marathon, 2:28:14 , 19 FEB 2023, Zurich Maraton de Sevilla, Sevilla"
2694,Yui TOYAMA,14 May 1999,JPN,830,772,F,"Marathon, 2:35:47 , 25 FEB 2024, Osaka Marathon, Osaka"
2694,Yui TOYAMA,14 May 1999,JPN,830,889,F,"Half Marathon, 1:07:56 , 04 FEB 2024, 76th Kagawa Marugame International Half Marathon, Marugame"
2695,Thibaud VINCENT,,FRA,830,889,F,"Marathon, 2:27:25 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2696,Ambroise UWIRAGIYE,31 Dec 1980,RWA,830,884,F,"Marathon, 2:27:46 , 24 SEP 2023, BMW Berlin Marathon, Berlin"
2696,Ambroise UWIRAGIYE,31 Dec 1980,RWA,830,786,F,"10 Miles Road, 53:09 , 17 SEP 2023, Dam tot Damloop, Zaandam"
2697,Aidan BANFIELD,,GBR,830,781,F,"Marathon, 2:35:06 , 08 OCT 2023, Bank of America Chicago Marathon, Chicago, IL"
2698,Nick ROSS,20 Oct 1988,USA,830,788,F,"Marathon, 2:33:38 *, 03 DEC 2023, California International Marathon, Sacramento, CA"
2698,Nick ROSS,20 Oct 1988,USA,830,873,F,"Half Marathon, 1:08:23 , 17 JUN 2023, Garry Bjorklund Half Marathon, Duluth, MN"
2699,Nikki JOHNSTONE,14 Jan 1984,GBR,830,763,F,"10 Kilometres Road, 32:23 , 15 OCT 2023, degewo Great 10K, Schloss Charlottenburg, Berlin"
2699,Nikki JOHNSTONE,14 Jan 1984,GBR,830,792,F,"Marathon, 2:34:18 , 24 SEP 2023, BMW Berlin Marathon, Berlin"
2699,Nikki JOHNSTONE,14 Jan 1984,GBR,830,830,F,"Half Marathon, 1:09:38 , 02 APR 2023, Generali Halbmarathon, Berlin"
2699,Nikki JOHNSTONE,14 Jan 1984,GBR,830,781,F,"Half Marathon, 1:11:08 , 26 MAR 2023, German Half Marathon Championships, Freiburg"
2700,James MACDONALD,22 Jul 1980,GBR,830,866,F,"Marathon, 2:29:01 , 29 OCT 2023, Mainova Frankfurt Marathon, Frankfurt"
2700,James MACDONALD,22 Jul 1980,GBR,830,795,F,"Marathon, 2:32:44 *, 17 APR 2023, B.A.A. Boston Marathon, Boston, MA - Mass Race"
2701,John JUDGE,24 Feb 1997,USA,830,864,F,"Marathon, 2:29:10 , 14 OCT 2023, McKirdy Micro - On the Cusp - Marathon, Valley Cottage, NY"
2701,John JUDGE,24 Feb 1997,USA,830,797,F,"Marathon, 2:33:56 , 17 JUN 2023, Grandma's Marathon, Duluth, MN"
2702,Takashi NAKATA,23 Oct 1979,JPN,830,849,F5,"1500 Metres, 4:00.44 , 03 NOV 2023, 13th wttk & DEN-EN Club Middle Distance Record Challenge, Edogawa Stadium, Tokyo"
2702,Takashi NAKATA,23 Oct 1979,JPN,830,792,F,"Half Marathon, 1:10:47 , 23 APR 2023, Gifu Half Marathon, Gifu"
2703,Patrick BRUCE,25 Feb 1998,USA,830,855,F,"Marathon, 2:28:54 *, 03 DEC 2023, California International Marathon, Sacramento, CA"
2703,Patrick BRUCE,25 Feb 1998,USA,830,805,F,"Marathon, 2:32:02 *, 17 APR 2023, B.A.A. Boston Marathon, Boston, MA - Mass Race"
2704,Odd ENGESAETER,,NOR,830,847,F,"Marathon, 2:30:21 , 16 SEP 2023, Oslo Marathon, Oslo"
2705,Valdison DAS NEVES SILVA,13 Jul 1990,BRA,830,844,F,"Half Marathon, 1:09:14 , 20 AUG 2023, Rio de Janeiro International Half Marathon, Rio de Janeiro"
2705,Valdison DAS NEVES SILVA,13 Jul 1990,BRA,830,F,11,"Marathon, 2:25:50 , 04 JUN 2023, Porto Alegre International Marathon, Porto Alegre"
2706,Dimitri LÜTHI,1989,SUI,830,838,F,"Marathon, 2:29:41 *, 15 APR 2024, Boston Marathon, Boston, MA"
2706,Dimitri LÜTHI,1989,SUI,830,823,F,"Half Marathon, 1:09:51 , 17 MAR 2024, Rhylauf - Half Marathon, Oberriet"
2706,Dimitri LÜTHI,1989,SUI,830,800,F,"10 Kilometres Road, 31:54 , 03 MAR 2024, 10km de Payerne, Stade municipal de Payerne, Payerne"
2707,Russell DESSAIX-CHIN,24 May 1978,AUS,830,830,F,"Marathon, 2:31:36 , 17 SEP 2023, Sydney Marathon, presented by Asics, Sydney"
2707,Russell DESSAIX-CHIN,24 May 1978,AUS,830,B,25,"Cross Country, 33:18 , 26 AUG 2023, Australian Cross Country Championships, Stromlo Forest Park, Canberra - XC 10.0km"
2707,Russell DESSAIX-CHIN,24 May 1978,AUS,830,830,F,"Half Marathon, 1:09:39 , 01 JUL 2023, Gold Coast ASICS Half Marathon & Gold Coast Airport Fun Run, Southport, Gold Coast"
2707,Russell DESSAIX-CHIN,24 May 1978,AUS,830,835,F,"10 Kilometres Road, 31:27 , 11 JUN 2023, McGrath Launceston Running Festival-Think Big Half Marathon, Riverbend Park, Launceston"
2708,Mohcine ZAYTOUNI,01 Jan 1994,MAR,829,754,F,"Marathon, 2:36:10 *, 03 DEC 2023, California International Marathon, Sacramento, CA"
2708,Mohcine ZAYTOUNI,01 Jan 1994,MAR,829,905,F,"Marathon, 2:26:20 , 14 MAY 2023, Copenhagen Marathon, København"
2709,Okada TOSHIYA,,JPN,829,874,F,"Marathon, 2:28:27 , 19 NOV 2023, Kobe Marathon, Kobe"
2709,Okada TOSHIYA,,JPN,829,784,F,"Marathon, 2:34:54 , 23 APR 2023, 25th Nagano Marathon, Nagano"
2709,Okada TOSHIYA,,JPN,829,784,F,"Marathon, 2:34:54 , 23 APR 2023, 25th Nagano Marathon, Nagano"
2709,Okada TOSHIYA,,JPN,829,857,F,"Marathon, 2:29:38 , 19 MAR 2023, Tokushima Marathon 2023, Tokushima"
2710,Jonathan NEVILLE,,GBR,829,787,F,"Marathon, 2:34:42 , 08 OCT 2023, Bank of America Chicago Marathon, Chicago, IL"
2711,Masami ISHIKAWA,25 Jun 1979,JPN,829,792,F,"Marathon, 2:34:20 , 08 OCT 2023, Bank of America Chicago Marathon, Chicago, IL"
2712,Charlton DEBONO,11 Aug 1984,MLT,829,GL,81,"Cross Country Senior Race, 36:18 , 10 DEC 2023, 29th SPAR European Cross Country Championships, Laeken Park, Bruxelles"
2712,Charlton DEBONO,11 Aug 1984,MLT,829,867,F,"Marathon, 2:28:57 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2712,Charlton DEBONO,11 Aug 1984,MLT,829,547,F,"10,000 Metres, 35:27.49 , 28 JUN 2023, Maltese Championships, Marsa Athletics Track, Marsa"
2712,Charlton DEBONO,11 Aug 1984,MLT,829,760,F,"Half Marathon, 1:11:47 , 23 APR 2023, Padova Half Marathon, Padova"
2713,Asier ESTARRIAGA,,ESP,829,863,F,"Marathon, 2:29:13 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2713,Asier ESTARRIAGA,,ESP,829,796,F,"Half Marathon, 1:10:40 , 22 OCT 2023, Valencia Half Marathon Trinidad Alfonso Zurich, Valencia"
2714,Gino HOFMAN,,NED,829,797,F,"Marathon, 2:33:57 , 29 OCT 2023, Mainova Frankfurt Marathon, Frankfurt"
2715,Sebastian NICEWICZ,29 Mar 1993,USA,829,861,F,"Marathon, 2:29:25 , 08 OCT 2023, Bank of America Chicago Marathon, Chicago, IL"
2716,Allan BONJOUR,06 Jan 1991,SUI,829,800,F,"Marathon, 2:33:46 , 23 APR 2023, Zürich Marathon, Zürich"
2716,Martin SVANBORG,1991,SWE,829,858,F,"Marathon, 2:29:36 , 03 JUN 2023, adidas Stockholm Marathon, Stockholm"
2716,Martin SVANBORG,1991,SWE,829,781,F,"10 Kilometres Road, 32:09 , 13 MAY 2023, KfS Kungsholmen Runt, Stockholm"
2716,Martin SVANBORG,1991,SWE,829,800,F,"Half Marathon, 1:10:33 , 22 APR 2023, adidas Premiärhalvan, Stockholm"
2718,Antonin COGARD,2000,FRA,829,801,F,"Marathon, 2:33:40 , 22 OCT 2023, Marathon Vert Rennes Konica Minolta, Rennes"
2718,Antonin COGARD,2000,FRA,829,829,F,"3000 Metres, 8:41.03 , 21 MAY 2023, Finale des Interclubs Nationale 2, Stade H. Boucher, St-Brieuc"
2719,Mario ROSALES,1976,ARG,829,806,F,"Half Marathon, 1:10:22 , 27 AUG 2023, 21K Buenos Aires Ñandú, Buenos Aires"
2720,Adam REBILAS,,POL,829,847,F,"Marathon, 2:30:22 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2720,Adam REBILAS,,POL,829,811,F,"Half Marathon, 1:10:12 , 22 OCT 2023, Valencia Half Marathon Trinidad Alfonso Zurich, Valencia"
2720,Adam REBILAS,,POL,829,761,F,"Half Marathon, 1:11:44 , 12 MAR 2023, EDP Meia Maratona de Lisboa, Lisboa - Mass Race"
2721,Ken WATANABE,03 Aug 1996,JPN,829,791,F,"Half Marathon, 1:10:49 , 12 FEB 2023, 51st Yamaguchi All-Corporate Half Marathon Championships, Ishin Me-Life Stadium, Yamaguchi"
2721,Ken WATANABE,03 Aug 1996,JPN,829,895,F,"Half Marathon, 1:07:45 , 29 JAN 2023, 2023 Osaka Half Marathon, Osaka Half Marathon Course, Osaka"
2722,Sebastian KOHLWES,18 Feb 1989,GER,829,796,F,"10 Kilometres Road, 31:57 , 08 APR 2023, Paderborner Osterlauf, Paderborn"
2723,Dag ÅDNE HATLEVOLL,30 Mar 1990,NOR,829,843,F,"Marathon, 2:30:41 , 29 SEP 2024, BMW Berlin Marathon, Berlin"
2723,Dag ÅDNE HATLEVOLL,30 Mar 1990,NOR,829,790,F,"Half Marathon, 1:10:50 , 01 MAY 2024, Grue Halvmaraton, Grue"
2723,Dag ÅDNE HATLEVOLL,30 Mar 1990,NOR,829,770,F,"10 Kilometres Road, 32:17 , 07 APR 2024, Drammen 10K, Marienlyst Stadion, Drammen"
2723,Dag ÅDNE HATLEVOLL,30 Mar 1990,NOR,829,816,F,"Half Marathon, 1:10:04 , 11 FEB 2024, eDreams Mitja Marató Barcelona by Brooks, Barcelona"
2724,Roman BANIAS,,UKR,829,789,F,"Marathon, 2:33:10 *, 15 APR 2024, Boston Marathon, Boston, MA"
2725,Ben KELLY,14 Jun 1996,AUS,829,866,F3,"1500 Metres, 3:59.04 , 24 JAN 2023, VMC Meet #3, Hagenauer Reserve, Box Hill, Melbourne"
2726,Juan DIAZ,,ESP,828,900,F,"Marathon, 2:26:43 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2726,Juan DIAZ,,ESP,828,757,F,"Half Marathon, 1:11:52 , 04 JUN 2023, Medio Maraton Internacional Ciudad de Albacete 2023, Albacete"
2727,Toshihiko KOGA,1993,JPN,828,763,F,"Marathon, 2:36:29 , 03 DEC 2023, Fukuoka International Marathon, Fukuoka"
2728,Ülari KAIS,06 Sep 1988,EST,828,775,F,"Half Marathon, 1:11:19 , 09 SEP 2023, Tallinn Half Marathon, Tallinn"
2728,Ülari KAIS,06 Sep 1988,EST,828,660,F,"5000 Metres, 15:52.23 , 30 JUL 2023, Estonian Championships, Kadrioru staadion, Tallinn"
2728,Ülari KAIS,06 Sep 1988,EST,828,754,F,"1500 Metres, 4:08.79 , 29 JUL 2023, Estonian Championships, Kadrioru staadion, Tallinn"
2728,Ülari KAIS,06 Sep 1988,EST,828,741,F2,"1000 Metres, 2:36.25 , 12 JUL 2023, KEVEK ja Tartu KALEV Staadionijooksu V etapp, Tamme staadion, Tartu"
2728,Ülari KAIS,06 Sep 1988,EST,828,764,F,"1500 Metres, 4:07.85 , 14 JUN 2023, Kohila pikamaajooksusari - V etapp 1500m, Kohila staadion, Kohila"
2728,Ülari KAIS,06 Sep 1988,EST,828,B,10,"Cross Country, 12:59 , 06 MAY 2023, Estonian Cross Country Championships, Jõulumäe Recreation Centre, Pärnu - XC 4.0km"
2729,Andrea SGARAVATTO,1996,ITA,828,757,F,"Half Marathon, 1:11:52 , 19 NOV 2023, Verona Run Half Marathon 21 k, Verona"
2729,Andrea SGARAVATTO,1996,ITA,828,804,F,"Marathon, 2:33:28 , 02 APR 2023, Milano Marathon, Milano"
2730,Natsuo NEMOTO,1996,JPN,828,874,F,"Marathon, 2:28:30 , 03 DEC 2023, Fukuoka International Marathon, Fukuoka"
2732,Nikolaos-Dimos NIKOLAKEAS,24 May 1994,GRE,828,807,F,"Marathon, 2:33:15 , 12 NOV 2023, Athens Marathon - The Authentic, Athina"
2733,Jørgen HALS,,NOR,828,812,F,"Marathon, 2:32:50 , 29 OCT 2023, Mainova Frankfurt Marathon, Frankfurt"
2734,Koen DE NIJS,,NED,828,811,F,"Marathon, 2:32:55 , 24 SEP 2023, BMW Berlin Marathon, Berlin"
2735,Taira SUZUKI,,JPN,828,843,F,"Marathon, 2:30:38 , 19 NOV 2023, Kobe Marathon, Kobe"
2735,Taira SUZUKI,,JPN,828,762,F,"Half Marathon, 1:11:43 , 29 JAN 2023, 2023 Osaka Half Marathon, Osaka Half Marathon Course, Osaka"
2736,Shiyu DAI,,CHN,828,842,F,"Marathon, 2:30:44 , 29 OCT 2023, 2023 Beike Beijing Marathon, Beijing"
2737,Gennadiy ZHAVRONOK,20 Sep 1972,BLR,828,840,F,"Marathon, 2:30:53 , 17 SEP 2023, Moscow Marathon, Moskva"
2737,Gennadiy ZHAVRONOK,20 Sep 1972,BLR,828,817,F,"Marathon, 2:32:32 , 11 JUN 2023, White Nights Marathon, St. Petersburg"
2738,Ricardo DIAS,08 Nov 1984,POR,828,882,F,"10 Kilometres Road, 30:52 , 24 SEP 2023, Portuguese 10 km Road Running Championships, Viana do Castelo"
2738,Ricardo DIAS,08 Nov 1984,POR,828,796,F,"10 Kilometres Road, 31:57 , 02 JUL 2023, 10Km Viana do Castelo CED2023, Viana do Castelo"
2738,Ricardo DIAS,08 Nov 1984,POR,828,799,F,"5000 Metres, 15:03.46 , 27 MAY 2023, Campeonato Nacional de Clubes, Estádio Municipal de Lousada, Lousada"
2738,Ricardo DIAS,08 Nov 1984,POR,828,888,F,"Half Marathon, 1:07:57 , 12 MAR 2023, EDP Meia Maratona de Lisboa, Lisboa - Elite Event"
2738,Ricardo DIAS,08 Nov 1984,POR,828,850,F2,"3000 Metres Short Track, 8:40.31 , 28 JAN 2023, Campeonatos Nacionais de Clubes em Pista Coberta - Apuramento, Altice Forum, Braga (i"
2739,Valentin GIRAULT,,FRA,828,782,F,"10 Kilometres Road, 32:08 , 29 OCT 2023, Les Foulées Monterelaises, Montereau"
2740,Hagino HIROYUKI,22 Apr 1983,JPN,828,823,F,"Marathon, 2:32:06 , 03 DEC 2023, Fukuoka International Marathon, Fukuoka"
2740,Hagino HIROYUKI,22 Apr 1983,JPN,828,816,F,"Marathon, 2:32:33 , 19 NOV 2023, Kobe Marathon, Kobe"
2740,Hagino HIROYUKI,22 Apr 1983,JPN,828,804,F,"Marathon, 2:33:27 , 05 FEB 2023, Beppu-Oita Mainichi Marathon, Beppu"
2741,Kay-Uwe MÜLLER,1979,GER,828,831,F,"Marathon, 2:31:30 , 01 OCT 2023, Generali Köln Marathon, Köln"
2742,Ginés VALERA,,ESP,828,830,F,"Half Marathon, 1:09:39 , 22 OCT 2023, Valencia Half Marathon Trinidad Alfonso Zurich, Valencia"
2742,Ginés VALERA,,ESP,828,806,F,"15 Kilometres Road, 48:57 , 30 SEP 2023, 15K Nocturna Valencia Banco Mediolanum, Valencia"
2743,Jose SALAZAR,,CHI,828,828,F,"Marathon, 2:31:43 , 15 OCT 2023, TCS Toronto Waterfront Marathon, Toronto"
2743,Jose SALAZAR,,CHI,828,820,F,"Half Marathon, 1:09:57 , 27 AUG 2023, 21K Buenos Aires Ñandú, Buenos Aires"
2743,Jose SALAZAR,,CHI,828,828,F,"Marathon, 2:31:43 , 23 APR 2023, Vienna City Marathon, Wien"
2744,Jackson LINDQUIST,,USA,827,901,F,"Marathon, 2:26:37 , 08 OCT 2023, Bank of America Chicago Marathon, Chicago, IL"
2744,Jackson LINDQUIST,,USA,827,753,F,"Half Marathon, 1:12:00 , 17 JUN 2023, Garry Bjorklund Half Marathon, Duluth, MN"
2745,Ryo TAMURA,16 Oct 1990,JPN,827,797,F,"Marathon, 2:33:59 , 03 DEC 2023, Fukuoka International Marathon, Fukuoka"
2745,Etienne JULIEN,1982,FRA,827,797,F,"Marathon, 2:33:57 , 26 NOV 2023, Marathon de la Rochelle, La Rochelle"
2745,Etienne JULIEN,1982,FRA,827,857,F,"Marathon, 2:29:41 , 22 OCT 2023, Marathon Vert Rennes Konica Minolta, Rennes"
2745,Etienne JULIEN,1982,FRA,827,786,F,"10 Kilometres Road, 32:05 , 17 JUN 2023, Corrida Internationale de Langueux, Langueux"
2748,Matthieu BANDELIER,,SUI,827,840,F,"Marathon, 2:30:53 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2748,Matthieu BANDELIER,,SUI,827,797,F,"Marathon, 2:33:56 , 16 APR 2023, NN Marathon Rotterdam, Rotterdam"
2749,Tomomichi MORIKAWA,20 Aug 1978,JPN,827,840,F,"Marathon, 2:30:53 , 26 FEB 2023, Osaka Marathon, Osaka"
2749,Tomomichi MORIKAWA,20 Aug 1978,JPN,827,808,F,"Marathon, 2:33:11 , 05 FEB 2023, Beppu-Oita Mainichi Marathon, Beppu"
2750,Keith MACPHERSON,25 Feb 1991,AUS,827,839,F,"Half Marathon, 1:08:56 *, 17 SEP 2023, Sydney Marathon, presented by Asics Half Marathon, Sydney"
2751,Florian FERNANDEZ,1994,FRA,827,733,F2,"3000 Metres Short Track, 9:03.20 , 15 JAN 2023, Championnats de Bretagne en salle, Salle Maryvonne Dupureur, St-Brieuc (i"
2752,Miguel ABELLÁN-OSSENBACH,20 Feb 1991,ESP,827,849,F,"10 Kilometres Road, 30:51 *, 31 DEC 2023, Nationale Nederlanden San Silvestre Vallecana, Madrid"
2752,Miguel ABELLÁN-OSSENBACH,20 Feb 1991,ESP,827,769,F2,"3000 Metres Short Track, 8:55.92 , 16 DEC 2023, 14. Hallenmeetig des Hamburger SV, Leichtathletikhalle, Hamburg (i"
2752,Miguel ABELLÁN-OSSENBACH,20 Feb 1991,ESP,827,817,F,"Marathon, 2:32:30 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2752,Miguel ABELLÁN-OSSENBACH,20 Feb 1991,ESP,827,GL,131,"Cross Country, 30:00 , 19 NOV 2023, Cross Internacional de Soria, Soria - XC 8.801km"
2752,Miguel ABELLÁN-OSSENBACH,20 Feb 1991,ESP,827,876,F,"10 Kilometres Road, 30:57 , 15 OCT 2023, degewo Great 10K, Schloss Charlottenburg, Berlin"
2752,Miguel ABELLÁN-OSSENBACH,20 Feb 1991,ESP,827,830,F,"Marathon, 2:31:34 , 24 SEP 2023, BMW Berlin Marathon, Berlin"
2752,Miguel ABELLÁN-OSSENBACH,20 Feb 1991,ESP,827,807,F,"5 Kilometres Road, 15:01 , 14 MAY 2023, Spanish Road Running Championships, Santander"
2752,Miguel ABELLÁN-OSSENBACH,20 Feb 1991,ESP,827,825,F,"Marathon, 2:31:54 , 23 APR 2023, 37. Haspa Marathon Hamburg, Hamburg"
2752,Miguel ABELLÁN-OSSENBACH,20 Feb 1991,ESP,827,841,F,"10 Kilometres Road, 31:23 , 08 APR 2023, Paderborner Osterlauf, Paderborn"
2752,Miguel ABELLÁN-OSSENBACH,20 Feb 1991,ESP,827,816,F,"Half Marathon, 1:10:04 , 02 APR 2023, Generali Halbmarathon, Berlin"
2753,Nicolas MELGAREJO,17 Feb 1990,ARG,827,826,F,"Half Marathon, 1:09:45 , 27 AUG 2023, 21K Buenos Aires Ñandú, Buenos Aires"
2753,Nicolas MELGAREJO,17 Feb 1990,ARG,827,768,F,"10 Kilometres Road, 32:19 , 12 MAR 2023, 10k Vicente López, Buenos Aires"
2754,Yuki HINO,16 May 1998,JPN,826,759,F,"Marathon, 2:36:43 , 19 NOV 2023, Kobe Marathon, Kobe"
2754,Yuki HINO,16 May 1998,JPN,826,891,F,"Half Marathon, 1:07:52 , 14 OCT 2023, The 100th Hakone Ekiden Qualifying Meet, Showa Park, Tachikawa"
2754,Yuki HINO,16 May 1998,JPN,826,889,F,"Half Marathon, 1:07:56 , 05 FEB 2023, Kagawa Marugame International Half Marathon, Marugame"
2755,Jonathan SCHLOTH,,USA,826,766,F,"Marathon, 2:34:49 *, 17 APR 2023, B.A.A. Boston Marathon, Boston, MA - Mass Race"
2756,Michal KUBOVČÍK,1999,SVK,826,680,F,"5000 Metres, 15:45.15 , 29 JUL 2023, Slovak Championships, Štadión SNP, Banská Bystrica"
2757,Alexander TYNER,15 Feb 1994,USA,826,876,F,"Marathon, 2:28:21 , 08 OCT 2023, Bank of America Chicago Marathon, Chicago, IL"
2758,Diogo BAENA,,POR,826,875,F,"Marathon, 2:28:24 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2758,Diogo BAENA,,POR,826,778,F,"Half Marathon, 1:11:13 , 22 OCT 2023, Meia Maratona de Leiria, Leiria"
2758,Diogo BAENA,,POR,826,800,F,"Half Marathon, 1:10:33 , 12 MAR 2023, EDP Meia Maratona de Lisboa, Lisboa - Mass Race"
2759,Kevin POOL,05 Feb 1983,USA,826,868,F,"Marathon, 2:27:33 *, 17 APR 2023, B.A.A. Boston Marathon, Boston, MA - Mass Race"
2760,Nick ECCHER,,USA,826,809,F,"Marathon, 2:33:05 , 08 OCT 2023, Bank of America Chicago Marathon, Chicago, IL"
2760,Nick ECCHER,,USA,826,786,F,"Marathon, 2:33:24 *, 17 APR 2023, B.A.A. Boston Marathon, Boston, MA - Mass Race"
2761,Fredrik DEILKÅS,,NOR,826,813,F,"Marathon, 2:32:46 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2761,Fredrik DEILKÅS,,NOR,826,754,F,"Half Marathon, 1:11:57 , 03 SEP 2023, Drammen Half Marathon, Drammen"
2762,Raphaël DIABI,2000,FRA,826,814,F,"Marathon, 2:32:44 , 24 SEP 2023, BMW Berlin Marathon, Berlin"
2763,Rafael DA SILVA,,BRA,826,816,F,"Marathon, 2:32:36 , 30 JUL 2023, Sao Paulo City Marathon, Praça Charles Muller/Jockey Clube de SP, São Paulo"
2764,Matteo DI CONZA,,ITA,826,817,F,"Marathon, 2:32:29 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2765,Thomas FRAZER,10 Sep 1981,IRL,826,820,F,"Marathon, 2:32:19 , 21 APR 2024, Nagano Marathon, Nagano"
2765,Thomas FRAZER,10 Sep 1981,IRL,826,832,F,"Marathon, 2:31:25 , 04 FEB 2024, 72nd Beppu-Oita Mainichi Marathon, Oita"
2766,Noveldy PETINGKO,,INA,826,823,F,"Half Marathon, 1:09:52 , 11 NOV 2023, Asian Half Marathon Championship, Dubai"
2766,Noveldy PETINGKO,,INA,826,829,F,"Marathon, 2:31:40 , 27 AUG 2023, Maybank Marathon, Bali"
2767,Frode TJELTA,,NOR,826,828,F,"Marathon, 2:31:43 , 29 OCT 2023, Mainova Frankfurt Marathon, Frankfurt"
2767,Frode TJELTA,,NOR,826,824,F,"Marathon, 2:31:59 , 14 MAY 2023, Copenhagen Marathon, København"
2768,Alejandro BENAGES,,ESP,826,825,F,"Half Marathon, 1:09:48 , 22 OCT 2023, Valencia Half Marathon Trinidad Alfonso Zurich, Valencia"
2768,Alejandro BENAGES,,ESP,826,757,F,"Half Marathon, 1:11:52 , 04 JUN 2023, Medio Maraton Internacional Ciudad de Albacete 2023, Albacete"
2768,Alejandro BENAGES,,ESP,826,759,F,"10 Kilometres Road, 32:26 , 26 FEB 2023, 10K Facsa Castellón, Castellón"
2769,Clive GROSS,29 May 1987,AUS,826,826,F,"Half Marathon, 1:09:45 , 15 OCT 2023, Nike Melbourne Marathon Festival - Half Marathon & 10km, Cricket Ground, Melbourne"
2769,Clive GROSS,29 May 1987,AUS,826,826,F,"Marathon, 2:31:50 , 02 JUL 2023, Gold Coast Marathon, Gold Coast"
2770,Mads RANDERIS,1988,COD,825,885,F,"Marathon, 2:27:44 , 15 OCT 2023, TCS Amsterdam Marathon, Amsterdam"
2770,Mads RANDERIS,1988,COD,825,765,F,"Half Marathon, 1:11:37 , 17 SEP 2023, Copenhagen Half Marathon, København"
2771,James HEGGIE,,AUS,825,883,F,"Marathon, 2:27:51 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2772,Ettore SCARDECCHIA,29 Aug 1970,ITA,825,878,F,"Marathon, 2:28:13 , 19 MAR 2023, Run Rome The Marathon, Roma"
2772,Ettore SCARDECCHIA,29 Aug 1970,ITA,825,796,F,"Half Marathon, 1:10:23 *, 05 MAR 2023, RomaOstia Half Marathon, Roma"
2773,Rauno LAUMETS,14 May 1990,EST,825,780,F,"Marathon, 2:35:11 , 17 MAR 2024, Acea Run Rome The Marathon, Roma"
2774,Koen GALLE,,BEL,825,778,F,"Marathon, 2:35:20 , 08 OCT 2023, ASML Marathon Eindhoven, Eindhoven"
2774,Koen GALLE,,BEL,825,785,F,"Marathon, 2:34:52 , 16 APR 2023, NN Marathon Rotterdam, Rotterdam"
2775,Brent KANN,,USA,825,863,F,"Marathon, 2:29:14 , 17 JUN 2023, Grandma's Marathon, Duluth, MN"
2776,Javier GARCÍA,16 May 1975,ESP,825,857,F,"Marathon, 2:29:38 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2776,Javier GARCÍA,16 May 1975,ESP,825,794,F,"Half Marathon, 1:10:43 , 22 OCT 2023, Valencia Half Marathon Trinidad Alfonso Zurich, Valencia"
2776,Javier GARCÍA,16 May 1975,ESP,825,784,F,"Half Marathon, 1:11:02 , 29 JAN 2023, EDP Medio Maraton Sevilla, Sevilla"
2776,Daniel EBBOTT,,AUS,825,857,F,"Marathon, 2:29:41 , 15 OCT 2023, Nike Melbourne Marathon Festival, Cricket Ground, Melbourne"
2776,Daniel EBBOTT,,AUS,825,794,F,"Marathon, 2:34:11 , 17 SEP 2023, Sydney Marathon, presented by Asics, Sydney"
2778,Francesco DEJAS,,ITA,825,857,F,"Marathon, 2:29:40 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2778,Francesco DEJAS,,ITA,825,770,F,"Half Marathon, 1:11:27 , 19 MAR 2023, Stramilano, Milano"
2780,Jordi CARRASCO,,ESP,825,854,F,"Marathon, 2:29:53 , 18 FEB 2024, Zurich Maratón de Sevilla, Sevilla"
2780,Jordi CARRASCO,,ESP,825,797,F,"Half Marathon, 1:10:38 , 28 JAN 2024, Medio Maraton Sevilla, Sevilla"
2781,David MORRIS,07 Feb 1983,GBR,825,804,F,"Marathon, 2:32:31 *, 03 DEC 2023, California International Marathon, Sacramento, CA"
2781,David MORRIS,07 Feb 1983,GBR,825,775,F,"Half Marathon, 1:11:18 , 22 OCT 2023, Valencia Half Marathon Trinidad Alfonso Zurich, Valencia"
