Place,Competitor,DOB,Nationality,Score,Date,res,City
1472, Andrew GELSTON,10 SEP 1990, USA, 946, 17 APR 2023,USA,Boston
1472, Andrew GELSTON,10 SEP 1990, USA, 946, 19 MAR 2023,USA,New York
1473, Sean RENFER,, IRL, 946, 24 SEP 2023,GER,Berlin
1473, Sean RENFER,, IRL, 946, 15 JAN 2023,ESP,Valencia
1474, Nick CAPARIO,09 DEC 1988, USA, 946, 03 DEC 2023,USA,Sacramento
1474, Nick CAPARIO,09 DEC 1988, USA, 946, 17 JUN 2023,USA,Duluth
1475, Michael ALBER,26 SEP 1997, GER, 945, 24 SEP 2023,GER,Berlin
1475, Michael ALBER,26 SEP 1997, GER, 945, 10 SEP 2023,GER,Bad Liebenzell
1475, Michael ALBER,26 SEP 1997, GER, 945, 26 MAR 2023,GER,Freiburg
1476, Mathieu KOPOCZ,1985, FRA, 945, 03 DEC 2023,ESP,Valencia
1476, Mathieu KOPOCZ,1985, FRA, 945, 24 SEP 2023,FRA,Montbéliard
1476, Mathieu KOPOCZ,1985, FRA, 945, 05 MAR 2023,FRA,Paris
1477, Fouad LATRECHE,17 MAR 1989, FRA, 945, 03 DEC 2023,ESP,Valencia
1477, Fouad LATRECHE,17 MAR 1989, FRA, 945, 29 OCT 2023,FRA,Cassis
1477, Fouad LATRECHE,17 MAR 1989, FRA, 945, 24 SEP 2023,FRA,Montbéliard
1477, Fouad LATRECHE,17 MAR 1989, FRA, 945, 26 MAR 2023,FRA,Houilles
1478, Peter KIPLETING,, KEN, 945, 21 JUL 2024,THA,Pattaya
1478, Peter KIPLETING,, KEN, 945, 23 JUN 2024,INA,Jakarta
1479, Matthew FOX,15 FEB 1987, AUS, 945, 03 DEC 2023,JPN,Fukuoka
1479, Matthew FOX,15 FEB 1987, AUS, 945, 24 SEP 2023,GER,Berlin
1479, Matthew FOX,15 FEB 1987, AUS, 945, 26 MAR 2023,GER,Hannover
1479, Matthew FOX,15 FEB 1987, AUS, 945, 26 FEB 2023,JPN,Osaka
1479, Matthew FOX,15 FEB 1987, AUS, 945, 29 JAN 2023,ESP,Sevilla
1480, Corey PURCELLA,15 JUN 1994, USA, 945, 03 DEC 2023,USA,Sacramento
1480, Corey PURCELLA,15 JUN 1994, USA, 945, 24 SEP 2023,GER,Berlin
1480, Corey PURCELLA,15 JUN 1994, USA, 945, 05 MAR 2023,JPN,Tokyo
1480, Corey PURCELLA,15 JUN 1994, USA, 945, 15 JAN 2023,USA,Houston
1481, Jacob DAHL,29 JAN 1988, DEN, 945, 29 OCT 2023,ESP,Málaga
1481, Jacob DAHL,29 JAN 1988, DEN, 945, 22 APR 2023,DEN,Århus
1482, Matthew SCHAUMBERG,17 MAR 1998, AUS, 945, 02 JUL 2023,AUS,Southport
1482, Matthew SCHAUMBERG,17 MAR 1998, AUS, 945, 17 APR 2023,USA,Boston
1483, Pim BIJL,, NED, 945, 16 APR 2023,NED,Rotterdam
1484, Seung gil KANG,30 MAR 1997, KOR, 945, 22 OCT 2023,KOR,Gyeongju
1485, Masato NAMAI,26 DEC 1986, JPN, 945, 03 DEC 2023,JPN,Fukuoka
1485, Masato NAMAI,26 DEC 1986, JPN, 945, 05 MAR 2023,JPN,Tokyo
1486, Kaihei KITANO,15 FEB 2001, JPN, 944, 19 NOV 2023,JPN,Kobe
1486, Kaihei KITANO,15 FEB 2001, JPN, 944, 15 OCT 2023,JPN,Tokyo
1486, Kaihei KITANO,15 FEB 2001, JPN, 944, 30:03.05 ,JPN,3rd Chugoku Corporate Long Distance Challenge
1486, Kaihei KITANO,15 FEB 2001, JPN, 944, 12 JUL 2023,JPN,Municipal Stadium
1486, Kaihei KITANO,15 FEB 2001, JPN, 944, 13 MAY 2023,JPN,Naruto Sports Park
1487, Daniyar ORMANGALI,26 SEP 2000, KAZ, 944, 11 NOV 2023,UAE,Dubai
1487, Daniyar ORMANGALI,26 SEP 2000, KAZ, 944, 15 OCT 2023,KAZ,Taldykorgan - XC 12.0km
1487, Daniyar ORMANGALI,26 SEP 2000, KAZ, 944, 03 SEP 2023,KAZ,Ust-Kamenogorsk
1487, Daniyar ORMANGALI,26 SEP 2000, KAZ, 944, 02 JUL 2023,KAZ,Central Stadium
1487, Daniyar ORMANGALI,26 SEP 2000, KAZ, 944, 01 JUL 2023,KAZ,Central Stadium
1487, Daniyar ORMANGALI,26 SEP 2000, KAZ, 944, 24 JUN 2023,KAZ,Central Stadium
1487, Daniyar ORMANGALI,26 SEP 2000, KAZ, 944, 27 MAY 2023,RUS,Kazan
1487, Daniyar ORMANGALI,26 SEP 2000, KAZ, 944, 28 JAN 2023,Astana (i,Track & Field complex QAZAQSTAN
1487, Daniyar ORMANGALI,26 SEP 2000, KAZ, 944, 12 JAN 2023,KAZ,Track & Field complex QAZAQSTAN
1487, Daniyar ORMANGALI,26 SEP 2000, KAZ, 944, 10 JAN 2023,KAZ,Track & Field complex QAZAQSTAN
1488, Taku FUJIWARA,17 JUN 1986, JPN, 944, 03 DEC 2023,JPN,Fukuoka
1488, Taku FUJIWARA,17 JUN 1986, JPN, 944, 05 MAR 2023,JPN,Tokyo
1489, Tyler SMITH,01 NOV 1996, USA, 944, 03 DEC 2023,USA,Sacramento
1489, Tyler SMITH,01 NOV 1996, USA, 944, 08 OCT 2023,USA,Chicago
1490, Victor GOMEZ,, USA, 944, 24 SEP 2023,MEX,León
1491, Christoph UPHUES,1993, GER, 944, 15 SEP 2024,GER,Hamburg
1491, Christoph UPHUES,1993, GER, 944, 14 APR 2024,GER,Hannover
1491, Christoph UPHUES,1993, GER, 944, 03 MAR 2024,GER,Leverkusen
1492, Tomoki YASUDA,25 MAY 1997, JPN, 943, 03 DEC 2023,JPN,Fukuoka
1492, Tomoki YASUDA,25 MAY 1997, JPN, 943, 12 FEB 2023,JPN,Ishin Me-Life Stadium
1493, Derek ALCORN,14 SEP 1991, USA, 943, 03 DEC 2023,USA,Sacramento
1493, Derek ALCORN,14 SEP 1991, USA, 943, 08 OCT 2023,USA,Chicago
1493, Derek ALCORN,14 SEP 1991, USA, 943, 17 APR 2023,USA,Boston
1494, Jason KARBELK,08 FEB 1987, USA, 943, 03 DEC 2023,USA,Sacramento
1495, Mark MESSMER,, USA, 943, 17 APR 2023,USA,Boston
1495, Mark MESSMER,, USA, 943, 15 JAN 2023,USA,Houston
1496, Manu SASSI,1988, SUI, 943, 29 OCT 2023,GER,Frankfurt
1496, Manu SASSI,1988, SUI, 943, 08 JUL 2023,FRA,Stade Raymond Troussier
1496, Manu SASSI,1988, SUI, 943, 25 JUN 2023,SUI,Stade de la Saussaz
1496, Manu SASSI,1988, SUI, 943, 17 JUN 2023,SUI,Allmend
1496, Manu SASSI,1988, SUI, 943, 30:58.23 ,SUI,Swiss 10
1496, Manu SASSI,1988, SUI, 943, 23 APR 2023,SUI,Zürich
1496, Manu SASSI,1988, SUI, 943, 08 JAN 2023,FRA,Nice
1497, Julien PECHE,1994, FRA, 943, 29 OCT 2023,GER,Frankfurt
1498, Jarkko JÄRVENPÄÄ,22 AUG 1986, FIN, 943, 26 NOV 2023,ITA,Firenze
1498, Jarkko JÄRVENPÄÄ,22 AUG 1986, FIN, 943, 17 AUG 2023,FIN,Eläintarhan urheilukenttä
1498, Jarkko JÄRVENPÄÄ,22 AUG 1986, FIN, 943, 07 JUN 2023,FIN,Harjun stadion
1498, Jarkko JÄRVENPÄÄ,22 AUG 1986, FIN, 943, 22 JAN 2023,ESP,Santa Pola
1498, Jarkko JÄRVENPÄÄ,22 AUG 1986, FIN, 943, 15 JAN 2023,ESP,Valencia
1499, Simon KARLSSON,1993, SWE, 943, 03 DEC 2023,ESP,Valencia
1499, Simon KARLSSON,1993, SWE, 943, 24 SEP 2023,GER,Berlin
1499, Simon KARLSSON,1993, SWE, 943, 03 JUN 2023,SWE,Stockholm
1500, James HOAD,25 JUN 1992, GBR, 942, 24 SEP 2023,CAN,Vancouver
1500, James HOAD,25 JUN 1992, GBR, 942, 12 MAR 2023,NED,Den Haag
1501, Georgos MENIS,12 JAN 1988, GRE, 942, 19 NOV 2023,GRE,Trikala - XC 10.0km
1501, Georgos MENIS,12 JAN 1988, GRE, 942, 12 NOV 2023,GRE,Athina - Greek Marathon Ch
1502, Hiroto KANAMORI,10 FEB 1994, JPN, 942, 15 JUL 2023,JPN,Aoba Park Athletic Field
1502, Hiroto KANAMORI,10 FEB 1994, JPN, 942, 28 MAY 2023,CAN,Ottawa
1502, Hiroto KANAMORI,10 FEB 1994, JPN, 942, 05 MAR 2023,JPN,Tokyo
1503, Meng MA,16 JAN 1998, CHN, 942, 26 NOV 2023,CHN,Shaoxing
1503, Meng MA,16 JAN 1998, CHN, 942, 22 APR 2023,CHN,Qingdao
1504, Adam CORDELL,24 JUL 1998, USA, 942, 03 DEC 2023,USA,Sacramento
1504, Adam CORDELL,24 JUL 1998, USA, 942, 14 OCT 2023,USA,Valley Cottage
1504, Adam CORDELL,24 JUL 1998, USA, 942, 17 APR 2023,USA,Boston
1505, Juan VIDAL,10 SEP 1982, ESP, 942, 03 DEC 2023,ESP,Valencia
1505, Juan VIDAL,10 SEP 1982, ESP, 942, 22 OCT 2023,ESP,Valencia
1505, Juan VIDAL,10 SEP 1982, ESP, 942, 04 JUN 2023,ESP,Albacete
1505, Juan VIDAL,10 SEP 1982, ESP, 942, 15 JAN 2023,ESP,Valencia
1506, Callum DRAKE,29 JAN 1993, AUS, 942, 02 JUL 2023,AUS,Gold Coast - Oceania Marathon Championships
1507, Nathan STOATE,22 DEC 1999, AUS, 942, 29:42.10 ,AUS,Australian 10
1507, Nathan STOATE,22 DEC 1999, AUS, 942, 16 NOV 2023,AUS,Lakeside Stadium
1507, Nathan STOATE,22 DEC 1999, AUS, 942, 15 OCT 2023,AUS,Cricket Ground
1507, Nathan STOATE,22 DEC 1999, AUS, 942, 26 AUG 2023,Canberra - XC 10.0km,Stromlo Forest Park
1507, Nathan STOATE,22 DEC 1999, AUS, 942, 02 FEB 2023,Canberra - XC 10.0km,Hagenauer Reserve
1508, Ricardo PEREZ,16 OCT 1989, MEX, 942, 03 DEC 2023,ESP,Valencia
1508, Ricardo PEREZ,16 OCT 1989, MEX, 942, 26 NOV 2023,MEX,Los Mochis
1508, Ricardo PEREZ,16 OCT 1989, MEX, 942, 12 NOV 2023,MEX,San Luis Potosi
1508, Ricardo PEREZ,16 OCT 1989, MEX, 942, 24 SEP 2023,MEX,León
1509, Victor PUYUELO,07 MAY 1992, ESP, 942, 15 JUN 2024,ESP,Pista de Balaidos
1509, Victor PUYUELO,07 MAY 1992, ESP, 942, 16 MAR 2024,ESP,Laredo
1509, Victor PUYUELO,07 MAY 1992, ESP, 942, 18 FEB 2024,ESP,Sevilla
1509, Victor PUYUELO,07 MAY 1992, ESP, 942, 28 JAN 2024,ESP,Sevilla
1510, Jasper MCDOWELL,1997, SUI, 942, 10 DEC 2023,ESP,Málaga
1510, Jasper MCDOWELL,1997, SUI, 942, 24 SEP 2023,GER,Berlin
1510, Jasper MCDOWELL,1997, SUI, 942, 29 JUL 2023,SUI,Stadio Comunale
1510, Jasper MCDOWELL,1997, SUI, 942, 08 JUL 2023,FRA,Stade Raymond Troussier
1510, Jasper MCDOWELL,1997, SUI, 942, 07 MAY 2023,SUI,Genève
1510, Jasper MCDOWELL,1997, SUI, 942, 19 FEB 2023,ESP,Sevilla
1511, Julius TASKINEN,20 AUG 1999, FIN, 942, 10 DEC 2023,ESP,Málaga
1511, Julius TASKINEN,20 AUG 1999, FIN, 942, 14 OCT 2023,FIN,Vantaa
1511, Julius TASKINEN,20 AUG 1999, FIN, 942, 17 SEP 2023,DEN,København
1511, Julius TASKINEN,20 AUG 1999, FIN, 942, 31:24.53 ,DEN,Finnish Championships
1511, Julius TASKINEN,20 AUG 1999, FIN, 942, 31:39.51 ,DEN,Kestävyysjuoksu- ja kilpakävelykarnevaalit
1511, Julius TASKINEN,20 AUG 1999, FIN, 942, 32:12.77 ,DEN,Porin Yleisurheilu Games
1511, Julius TASKINEN,20 AUG 1999, FIN, 942, 14 MAY 2023,DEN,København
1511, Julius TASKINEN,20 AUG 1999, FIN, 942, 15 APR 2023,FIN,Pyhtää
1512, Brian HARVEY,08 JUN 1987, USA, 942, 17 APR 2023,USA,Boston
1513, Takumi IWATA,30 JUN 1995, JPN, 941, DNF ,Municipal Stadium,4th Chugoku Corporate Long Distance Challenge
1513, Takumi IWATA,30 JUN 1995, JPN, 941, 27 AUG 2023,JPN,Sapporo
1513, Takumi IWATA,30 JUN 1995, JPN, 941, 20 MAY 2023,JPN,Municipal Stadium
1513, Takumi IWATA,30 JUN 1995, JPN, 941, 29:43.51 ,JPN,62nd Chugoku Corporate Athletics Championship
1513, Takumi IWATA,30 JUN 1995, JPN, 941, 29:03.41 ,JPN,1st Chugoku Corporate Long Distance Challenge
1513, Takumi IWATA,30 JUN 1995, JPN, 941, 12 FEB 2023,JPN,Ishin Me-Life Stadium
1514, Henrik HOLM,06 FEB 1993, DEN, 941, 31 DEC 2023,DEN,Østerbro Stadium
1514, Henrik HOLM,06 FEB 1993, DEN, 941, 03 DEC 2023,ESP,Valencia
1514, Henrik HOLM,06 FEB 1993, DEN, 941, 17 SEP 2023,DEN,København
1514, Henrik HOLM,06 FEB 1993, DEN, 941, 17 AUG 2023,DEN,Copenhagen
1514, Henrik HOLM,06 FEB 1993, DEN, 941, 19 MAR 2023,ITA,Roma
1514, Henrik HOLM,06 FEB 1993, DEN, 941, 05 MAR 2023,DEN,Østerbro
1515, Rasmus DALL-HANSEN,12 MAR 1991, DEN, 941, 29 OCT 2023,GER,Frankfurt
1515, Rasmus DALL-HANSEN,12 MAR 1991, DEN, 941, 14 MAY 2023,DEN,København - Danish Marathon Ch
1515, Rasmus DALL-HANSEN,12 MAR 1991, DEN, 941, 23 APR 2023,GER,Hamburg
1515, Rasmus DALL-HANSEN,12 MAR 1991, DEN, 941, 05 MAR 2023,DEN,Østerbro
1516, Esteban ANGULO,10 AUG 1999, ARG, 941, 05 NOV 2023,ARG,San Isidro
1516, Esteban ANGULO,10 AUG 1999, ARG, 941, 05 NOV 2023,ARG,San Isidro
1516, Esteban ANGULO,10 AUG 1999, ARG, 941, 29 OCT 2023,ARG,Rosario
1516, Esteban ANGULO,10 AUG 1999, ARG, 941, 31:18.87 ,ARG,32° Copa Nacional Clubes Mayores
1516, Esteban ANGULO,10 AUG 1999, ARG, 941, 24 SEP 2023,ARG,Buenos Aires
1516, Esteban ANGULO,10 AUG 1999, ARG, 941, 27 AUG 2023,ARG,Buenos Aires
1516, Esteban ANGULO,10 AUG 1999, ARG, 941, 31:45.00 ,ARG,Argentinian Championships
1516, Esteban ANGULO,10 AUG 1999, ARG, 941, 31:39.55 ,ARG,Campeonato Provincial
1516, Esteban ANGULO,10 AUG 1999, ARG, 941, 12 MAR 2023,ARG,Buenos Aires
1517, Ting-Yin CHOU,07 JUL 1991, TPE, 941, 11 NOV 2023,UAE,Dubai
1517, Ting-Yin CHOU,07 JUL 1991, TPE, 941, 25 OCT 2023,TPE,Tainan National Stadium
1517, Ting-Yin CHOU,07 JUL 1991, TPE, 941, 24 OCT 2023,TPE,Tainan National Stadium
1517, Ting-Yin CHOU,07 JUL 1991, TPE, 941, 30:45.31 ,TPE,2023 National Games
1517, Ting-Yin CHOU,07 JUL 1991, TPE, 941, 26 SEP 2023,TPE,Banqiao Stadium
1517, Ting-Yin CHOU,07 JUL 1991, TPE, 941, 25 SEP 2023,TPE,Banqiao Stadium
1517, Ting-Yin CHOU,07 JUL 1991, TPE, 941, 27 MAY 2023,TPE,Banqiao Stadium
1517, Ting-Yin CHOU,07 JUL 1991, TPE, 941, 05 MAR 2023,JPN,Tokyo
1517, Ting-Yin CHOU,07 JUL 1991, TPE, 941, 05 FEB 2023,JPN,Marugame
1518, Sander DE BART,1987, NED, 941, 03 DEC 2023,ESP,Valencia
1518, Sander DE BART,1987, NED, 941, 19 NOV 2023,NED,Nijmegen
1518, Sander DE BART,1987, NED, 941, 16 APR 2023,NED,Rotterdam
1518, Sander DE BART,1987, NED, 941, 12 MAR 2023,NED,Den Haag
1518, Sander DE BART,1987, NED, 941, 12 FEB 2023,NED,Schoorl
1519, Fraser STEWART,28 SEP 1987, GBR, 940, 29 OCT 2023,GER,Frankfurt
1519, Fraser STEWART,28 SEP 1987, GBR, 940, 27 AUG 2023,GBR,Larne
1519, Fraser STEWART,28 SEP 1987, GBR, 940, 23 APR 2023,GBR,London
1520, Toru SOMIYA,29 FEB 1980, JPN, 940, 15 OCT 2023,JPN,Tokyo
1520, Toru SOMIYA,29 FEB 1980, JPN, 940, 05 MAR 2023,JPN,Tokyo
1520, Toru SOMIYA,29 FEB 1980, JPN, 940, 29 JAN 2023,JPN,Osaka Half Marathon Course
1521, Logan BARRETT,07 JAN 1993, USA, 940, 03 DEC 2023,USA,Sacramento
1521, Logan BARRETT,07 JAN 1993, USA, 940, 17 JUN 2023,USA,Duluth
1522, Thomas SLATTERY,15 MAR 1996, USA, 940, 05 NOV 2023,USA,New York
1522, Thomas SLATTERY,15 MAR 1996, USA, 940, 21 JAN 2023,VA - XC 10.0km,Pole Green Park
1523, Rocco LANCELLOTTI,19 APR 2000, ITA, 940, 19 NOV 2023,ITA,Verona
1523, Rocco LANCELLOTTI,19 APR 2000, ITA, 940, 15 OCT 2023,ITA,Telese Terme
1523, Rocco LANCELLOTTI,19 APR 2000, ITA, 940, 10 SEP 2023,ITA,Pescara
1524, Thomas DELEU,28 APR 1993, FRA, 940, 18 NOV 2023,FRA,Lille
1524, Thomas DELEU,28 APR 1993, FRA, 940, 08 OCT 2023,NED,Eindhoven
1524, Thomas DELEU,28 APR 1993, FRA, 940, 28 JUN 2023,FRA,Athlétisme St-Wanquet
1525, Laurens VANDERLINDEN,09 JUN 1995, BEL, 940, 19 NOV 2023,Hulshout - XC 9.35km,Sportpark Joris Verhaegen
1525, Laurens VANDERLINDEN,09 JUN 1995, BEL, 940, 08 OCT 2023,NED,Eindhoven - Belgian Marathon Ch
1525, Laurens VANDERLINDEN,09 JUN 1995, BEL, 940, 03 SEP 2023,NED,Rotterdam
1525, Laurens VANDERLINDEN,09 JUN 1995, BEL, 940, 05 AUG 2023,BEL,Oscar van Rumst Stadion
1525, Laurens VANDERLINDEN,09 JUN 1995, BEL, 940, 11 JUL 2023,Ertvelde,Sportcentrum Hoge Wal
1525, Laurens VANDERLINDEN,09 JUN 1995, BEL, 940, 25 JUN 2023,GER,Hamburg
1525, Laurens VANDERLINDEN,09 JUN 1995, BEL, 940, 26 FEB 2023,Bruxelles - XC 9.0km,Laeken Park
1525, Laurens VANDERLINDEN,09 JUN 1995, BEL, 940, 08 JAN 2023,ESP,Elgoibar - XC 10.796km
1526, Christiaan BOSSELAAR,31 MAY 1982, NED, 940, 19 NOV 2023,NED,Nijmegen
1526, Christiaan BOSSELAAR,31 MAY 1982, NED, 940, 04 AUG 2023,NED,Atletiekbaan Maarschalkerweerd
1526, Christiaan BOSSELAAR,31 MAY 1982, NED, 940, 10 JUN 2023,NED,Zwolle
1526, Christiaan BOSSELAAR,31 MAY 1982, NED, 940, 16 APR 2023,NED,Enschede
1526, Christiaan BOSSELAAR,31 MAY 1982, NED, 940, 26 MAR 2023,NED,Venlo
1526, Christiaan BOSSELAAR,31 MAY 1982, NED, 940, 12 FEB 2023,NED,Schoorl
1527, Oscar ACOSTA,, COL, 940, 21 MAY 2023,PER,Lima
1528, Shinya WADA,09 JUL 1977, JPN, 940, 03 DEC 2023,JPN,Fukuoka
1528, Shinya WADA,09 JUL 1977, JPN, 940, 26 FEB 2023,JPN,Osaka
1528, Shinya WADA,09 JUL 1977, JPN, 940, 29 JAN 2023,JPN,Osaka Half Marathon Course
1529, Luca PARISI,17 OCT 1990, ITA, 940, 10 DEC 2023,ITA,Reggio Emilia
1529, Luca PARISI,17 OCT 1990, ITA, 940, 19 NOV 2023,ITA,Verona
1529, Luca PARISI,17 OCT 1990, ITA, 940, 05 MAR 2023,ITA,Roma
1530, Ferenc BURUCS,11 JUN 1986, HUN, 940, 03 DEC 2023,ESP,Valencia
1530, Ferenc BURUCS,11 JUN 1986, HUN, 940, 22 OCT 2023,ESP,Valencia
1531, Nicolas FENOT,10 JAN 1992, FRA, 940, 03 DEC 2023,ESP,Valencia
1531, Nicolas FENOT,10 JAN 1992, FRA, 940, 26 NOV 2023,FRA,Nancy
1532, Benjamen POLIN,1994, FRA, 939, 02 APR 2023,FRA,Paris
1532, Benjamen POLIN,1994, FRA, 939, 19 MAR 2023,FRA,Nancy
1533, Polo BURGUETE,1995, USA, 939, 19 NOV 2023,Hulshout - XC 9.35km,Sportpark Joris Verhaegen
1533, Polo BURGUETE,1995, USA, 939, 15 OCT 2023,NED,Amsterdam
1533, Polo BURGUETE,1995, USA, 939, 03 JUN 2023,BEL,Olse Merksem Atletiek Arena
1533, Polo BURGUETE,1995, USA, 939, 03 JUN 2023,BEL,Olse Merksem Atletiek Arena
1533, Polo BURGUETE,1995, USA, 939, 18 MAY 2023,BEL,Stade Fallon
1533, Polo BURGUETE,1995, USA, 939, 13 MAY 2023,BEL,Stade Communal de Herve
1533, Polo BURGUETE,1995, USA, 939, 32:16.13 ,BEL,Belgian 10.000m Championships
1533, Polo BURGUETE,1995, USA, 939, 19 MAR 2023,FRA,Lille
1533, Polo BURGUETE,1995, USA, 939, 26 FEB 2023,Bruxelles - XC 9.0km,Laeken Park
1533, Polo BURGUETE,1995, USA, 939, 22 JAN 2023,BEL,Hannut - XC 9.0km
1534, Tomos ROBERTS,, GBR, 939, 01 OCT 2023,GBR,Cardiff
1535, Naisson NIDGIE,20 MAR 1990, BRA, 939, 07 JAN 2023,URU,Maldonado
1536, James TURNER,10 APR 1990, GBR, 938, 03 DEC 2023,ESP,Valencia
1536, James TURNER,10 APR 1990, GBR, 938, 01 OCT 2023,GBR,Cardiff
1536, James TURNER,10 APR 1990, GBR, 938, 30:51.12 ,GBR,Night of the 10
1536, James TURNER,10 APR 1990, GBR, 938, 19 FEB 2023,ESP,Sevilla
1537, See Yeung CHONG,20 SEP 2000, HKG, 938, 03 DEC 2023,ESP,Valencia
1537, See Yeung CHONG,20 SEP 2000, HKG, 938, 19 NOV 2023,HKG,Hong Kong-Zhuhai-Macao Bridge
1537, See Yeung CHONG,20 SEP 2000, HKG, 938, 02 APR 2023,KOR,Daegu
1537, See Yeung CHONG,20 SEP 2000, HKG, 938, 12 FEB 2023,HKG,Hong Kong
1538, Ben PARE,24 MAY 1992, USA, 938, 03 DEC 2023,USA,Sacramento
1538, Ben PARE,24 MAY 1992, USA, 938, 17 JUN 2023,USA,Duluth
1539, Renilson VITORINO DA SILVA,, BRA, 938, 19 NOV 2023,BRA,Curitiba
1539, Renilson VITORINO DA SILVA,, BRA, 938, 24 SEP 2023,BRA,Foz do Iguacu
1539, Renilson VITORINO DA SILVA,, BRA, 938, 20 AUG 2023,BRA,Rio de Janeiro
1539, Renilson VITORINO DA SILVA,, BRA, 938, 30 JUL 2023,BRA,Praça Charles Muller/Jockey Clube de SP
1540, Asbel KIPKORIR,, KEN, 938, 05 MAY 2024,SUI,Genève
1540, Asbel KIPKORIR,, KEN, 938, 25 FEB 2024,TAN,Moshi
1541, Roberto GRAZIOTTO,23 JUL 1989, ITA, 938, 23 APR 2023,ITA,Padova
1542, Armin FLÜCKIGER,03 DEC 1990, SUI, 937, 03 DEC 2023,ESP,Valencia
1542, Armin FLÜCKIGER,03 DEC 1990, SUI, 937, 29 OCT 2023,SUI,Luzern - World Military Championships
1542, Armin FLÜCKIGER,03 DEC 1990, SUI, 937, 17 SEP 2023,DEN,København
1542, Armin FLÜCKIGER,03 DEC 1990, SUI, 937, 22 JAN 2023,ESP,Santa Pola
1543, Saber CHARKHI,28 OCT 1989, IRI, 937, 11 NOV 2023,UAE,Dubai
1543, Saber CHARKHI,28 OCT 1989, IRI, 937, 16 OCT 2023,IRI,Aftab Enghelab Sport Complex
1543, Saber CHARKHI,28 OCT 1989, IRI, 937, 30:50.78 ,IRI,National league club athletics competition - second leg
1543, Saber CHARKHI,28 OCT 1989, IRI, 937, 06 AUG 2023,IRI,Aftab Enghelab Sport Complex
1543, Saber CHARKHI,28 OCT 1989, IRI, 937, 13 MAY 2023,KGZ,Cholpon-Ata
1543, Saber CHARKHI,28 OCT 1989, IRI, 937, 12 FEB 2023,UAE,Dubai
1544, Kosuke YAMASHIRO,03 FEB 2002, JPN, 937, 14 OCT 2023,JPN,Showa Park
1544, Kosuke YAMASHIRO,03 FEB 2002, JPN, 937, 14 MAY 2023,JPN,Gion Stadium
1545, Milan JANOUŠEK,23 JAN 1991, CZE, 937, 01 OCT 2023,SVK,Košice
1545, Milan JANOUŠEK,23 JAN 1991, CZE, 937, 16 SEP 2023,SVK,Prievidza
1545, Milan JANOUŠEK,23 JAN 1991, CZE, 937, 03 SEP 2023,CZE,Stadion U Červených domků
1545, Milan JANOUŠEK,23 JAN 1991, CZE, 937, 03 JUN 2023,CZE,České Budějovice
1545, Milan JANOUŠEK,23 JAN 1991, CZE, 937, 27 MAY 2023,CZE,Atletický stadion města Plzně
1545, Milan JANOUŠEK,23 JAN 1991, CZE, 937, 27 MAY 2023,CZE,Atletický stadion města Plzně
1545, Milan JANOUŠEK,23 JAN 1991, CZE, 937, 14 MAY 2023,CZE,Sports Stadium CESA VUT
1545, Milan JANOUŠEK,23 JAN 1991, CZE, 937, 14 MAY 2023,CZE,Sports Stadium CESA VUT
1545, Milan JANOUŠEK,23 JAN 1991, CZE, 937, 30:33.73 ,CZE,Czech 10
1545, Milan JANOUŠEK,23 JAN 1991, CZE, 937, 15 APR 2023,CZE,Pardubice - Czech Half Marathon Ch
1545, Milan JANOUŠEK,23 JAN 1991, CZE, 937, 02 APR 2023,GER,Berlin
1545, Milan JANOUŠEK,23 JAN 1991, CZE, 937, 18 FEB 2023,CZE,Atletická hala
1545, Milan JANOUŠEK,23 JAN 1991, CZE, 937, 28 JAN 2023,CZE,Atletická hala - stadion Střelnice
1545, Milan JANOUŠEK,23 JAN 1991, CZE, 937, 22 JAN 2023,CZE,Atletická hala Otakara Jandery
1546, Rafael ALMEIDA,, BRA, 937, 31 DEC 2023,BRA,São Paulo
1546, Rafael ALMEIDA,, BRA, 937, 19 NOV 2023,BRA,Curitiba
1546, Rafael ALMEIDA,, BRA, 937, 24 SEP 2023,BRA,Salvador
1546, Rafael ALMEIDA,, BRA, 937, 06 AUG 2023,BRA,Joao Pessoa
1547, Wonbeen PARK,02 MAY 2001, KOR, 936, 17 OCT 2023,KOR,Mokpo
1547, Wonbeen PARK,02 MAY 2001, KOR, 936, 15 OCT 2023,KOR,Mokpo - University
1547, Wonbeen PARK,02 MAY 2001, KOR, 936, 01 OCT 2023,CHN,HOC Stadium
1547, Wonbeen PARK,02 MAY 2001, KOR, 936, 08 SEP 2023,KOR,Seocheon Sports Complex
1547, Wonbeen PARK,02 MAY 2001, KOR, 936, 07 SEP 2023,KOR,Seocheon Sports Complex
1547, Wonbeen PARK,02 MAY 2001, KOR, 936, 03 AUG 2023,CHN,Shuangliu Sports Centre
1547, Wonbeen PARK,02 MAY 2001, KOR, 936, 01 AUG 2023,CHN,Shuangliu Sports Centre
1547, Wonbeen PARK,02 MAY 2001, KOR, 936, 07 MAY 2023,KOR,Yecheon Stadium
1548, Josep DÍAZ,, ESP, 936, 03 DEC 2023,ESP,Valencia
1548, Josep DÍAZ,, ESP, 936, 22 OCT 2023,ESP,Valencia
1548, Josep DÍAZ,, ESP, 936, 01 APR 2023,CZE,Praha
1548, Josep DÍAZ,, ESP, 936, 19 FEB 2023,ESP,Barcelona
1548, Josep DÍAZ,, ESP, 936, 05 FEB 2023,ESP,Granollers
