Place,Competitor,DOB,Nat,Nat.1_SRC,Score,Event_List,Athlete_URL
3143,Craig MCMILLAN,13 JAN 1977,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,795,Marathon,/athletes/canada/craig-mcmillan-14418746
3144,Adam YOUNG,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,795,Marathon,/athletes/great-britain-ni/adam-young-014945157
3145,Jesus GALINDO,,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,795,Marathon [Half Marathon],/athletes/mexico/jesus-galindo-15117849
3146,Timothy BROXUP,11 AUG 1987,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,795,Marathon [Half Marathon],/athletes/australia/timothy-broxup-15098803
3147,Masato FUNADA,05 SEP 1986,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,795,Marathon,/athletes/japan/masato-funada-15117717
3148,Daichi HIRAYAMA,02 MAY 1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,794,Marathon,/athletes/japan/daichi-hirayama-014972912
3149,Juan TORO,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,794,Marathon [Half Marathon],/athletes/spain/juan-toro-15128330
3150,Christian ORTIZ,,PUR,https://media.aws.iaaf.org/Flags/PUR.gif,794,Marathon [Half Marathon],/athletes/puerto-rico/christian-ortiz-15113932
3151,Ivaylo VALEV,,BUL,https://media.aws.iaaf.org/Flags/BUL.gif,794,Marathon [Half Marathon],/athletes/bulgaria/ivaylo-valev-15023473
3152,S M'Tir MOULAY,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,794,Marathon,/athletes/france/s-mtir-moulay-15120183
3153,Axel FINKE,,GER,https://media.aws.iaaf.org/Flags/GER.gif,794,Marathon,/athletes/germany/axel-finke-014787776
3154,Monier RAUTER,,GER,https://media.aws.iaaf.org/Flags/GER.gif,794,Marathon,/athletes/germany/monier-rauter-15087394
3155,Patrick CUTTER,20 MAR 1989,USA,https://media.aws.iaaf.org/Flags/USA.gif,794,Marathon,/athletes/united-states/patrick-cutter-14863410
3156,Gabriel PETERS,30 NOV 1998,USA,https://media.aws.iaaf.org/Flags/USA.gif,794,Marathon,/athletes/united-states/gabriel-peters-14929290
3157,Faicel FADDAOUI,,TUN,https://media.aws.iaaf.org/Flags/TUN.gif,793,Marathon [Half Marathon],/athletes/tunisia/faicel-faddaoui-15119713
3158,David LEAHY,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,793,Marathon [Half Marathon],/athletes/great-britain-ni/david-leahy-15047166
3159,Reuben NJOROGE,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,793,Marathon,/athletes/kenya/reuben-njoroge-15115383
3160,Jesse LINDBERG,,FIN,https://media.aws.iaaf.org/Flags/FIN.gif,793,Marathon,/athletes/finland/jesse-lindberg-15085428
3161,Junji KAWANISHI,20 APR 1986,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,793,Marathon,/athletes/japan/junji-kawanishi-15072385
3162,Mario MOLINA,03 DEC 1982,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,793,Marathon [Half Marathon],/athletes/spain/mario-molina-014812693
3163,Joey HENDRIKS,,NED,https://media.aws.iaaf.org/Flags/NED.gif,793,Marathon [Half Marathon],/athletes/netherlands/joey-hendriks-15072495
3164,David CAI,,USA,https://media.aws.iaaf.org/Flags/USA.gif,793,Marathon,/athletes/united-states/david-cai-15030304
3165,Xiang LIU,09 JUN 1986,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,793,Marathon,/athletes/pr-of-china/xiang-liu-15115927
3166,Sylvain WOLOCH,1979,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,793,Marathon,/athletes/france/sylvain-woloch-15146836
3167,David VAN DER SANDEN,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,793,Marathon,/athletes/belgium/david-van-der-sanden-15085417
3167,Kristian HAMMER,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,793,Marathon,/athletes/norway/kristian-hammer-15120285
3169,Andrew GEIGER,,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,793,Marathon [Half Marathon],/athletes/canada/andrew-geiger-15001790
3170,Yoshio SAIJO,08 NOV 1985,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,793,Marathon,/athletes/japan/yoshio-saijo-15117724
3171,Vladislav MIKHAYLOV,09 FEB 2000,BUL,https://media.aws.iaaf.org/Flags/BUL.gif,793,Marathon [Half Marathon],/athletes/bulgaria/vladislav-mikhaylov-14970101
3171,Quinn TODZO,18 AUG 1996,USA,https://media.aws.iaaf.org/Flags/USA.gif,793,Marathon,/athletes/united-states/quinn-todzo-15055826
3173,Yasushi ABE,27 FEB 1975,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,793,Marathon,/athletes/japan/yasushi-abe-15003595
3174,Ids DIJKSTRA,,NED,https://media.aws.iaaf.org/Flags/NED.gif,792,Marathon,/athletes/netherlands/ids-dijkstra-15113740
3175,Dmitry KISLYUK,27 JUL 1990,USA,https://media.aws.iaaf.org/Flags/USA.gif,792,Marathon,/athletes/united-states/dmitry-kislyuk-14863411
3176,Hirofumi NAKAMURA,09 JUL 2001,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,792,Marathon [Half Marathon],/athletes/japan/hirofumi-nakamura-14945833
3177,Michel BAS,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,792,Marathon [Half Marathon],/athletes/spain/michel-bas-15114438
3178,Luuk VERMUNT,1993,NED,https://media.aws.iaaf.org/Flags/NED.gif,792,Marathon,/athletes/netherlands/luuk-vermunt-15110010
3179,Naoya HISHIDA,22 DEC 1987,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,791,Marathon [Half Marathon],/athletes/japan/naoya-hishida-14740592
3180,Keenan VINEY,29 NOV 1989,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,791,Marathon,/athletes/canada/keenan-viney-14448291
3181,Daniele ATTANASIO,,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,791,Marathon,/athletes/italy/daniele-attanasio-15065436
3182,Patrick RYNKOWSKI,,USA,https://media.aws.iaaf.org/Flags/USA.gif,791,Marathon,/athletes/united-states/patrick-rynkowski-014568676
3183,Ruben LOPEZ,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,791,Marathon [Half Marathon],/athletes/spain/ruben-lopez-15134906
3184,Paul SMITH,,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,791,Marathon,/athletes/ireland/paul-smith-014536115
3185,Marcin WACKO,,POL,https://media.aws.iaaf.org/Flags/POL.gif,791,Marathon [Half Marathon],/athletes/poland/marcin-wacko-15087368
3185,Georgy DZHGARKAVA,1986,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,791,Marathon,/athletes/great-britain-ni/georgy-dzhgarkava-15024550
3187,Pessen YOTAM,,ISR,https://media.aws.iaaf.org/Flags/ISR.gif,791,Marathon,/athletes/israel/pessen-yotam-15008418
3188,Robin SCHMIDT,1994,GER,https://media.aws.iaaf.org/Flags/GER.gif,791,Marathon [Half Marathon],/athletes/germany/robin-schmidt-15115189
3189,Niklas HENNINGSSON,20 JAN 1983,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,790,Marathon,/athletes/sweden/niklas-henningsson-014890187
3190,Nicolas BLASCO,,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,790,Marathon [Half Marathon],/athletes/argentina/nicolas-blasco-15109647
3191,Simon VOORHEES,,USA,https://media.aws.iaaf.org/Flags/USA.gif,790,Marathon,/athletes/united-states/simon-voorhees-014462045
3192,Steffen BRINKER,,GER,https://media.aws.iaaf.org/Flags/GER.gif,790,Marathon,/athletes/germany/steffen-brinker-15087369
3192,David EIK,31 MAY 1996,USA,https://media.aws.iaaf.org/Flags/USA.gif,790,Marathon,/athletes/united-states/david-eik-14810869
3194,Michał FILICIAK,,POL,https://media.aws.iaaf.org/Flags/POL.gif,790,Marathon,/athletes/poland/michal-filiciak-15114366
3195,Kent SMITH,22 JUL 1991,USA,https://media.aws.iaaf.org/Flags/USA.gif,790,Marathon,/athletes/united-states/kent-smith-14856924
3196,Seigo YOSHIMI,07 OCT 1986,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,790,Marathon,/athletes/japan/seigo-yoshimi-15054152
3197,Vincent VIRLICHIE,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,790,Marathon [Half Marathon],/athletes/france/vincent-virlichie-014611328
3198,Jack RENYARD,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,789,Marathon,/athletes/great-britain-ni/jack-renyard-15114031
3199,Ermin MUJEZINOVIC,,USA,https://media.aws.iaaf.org/Flags/USA.gif,789,Marathon,/athletes/united-states/ermin-mujezinovic-014403511
3200,Bill MOORE,21 SEP 1987,USA,https://media.aws.iaaf.org/Flags/USA.gif,789,Marathon,/athletes/united-states/bill-moore-15086083
3201,Isaiah REMINGTON,,USA,https://media.aws.iaaf.org/Flags/USA.gif,789,Marathon,/athletes/united-states/isaiah-remington-014776049
3202,Brad MISH,05 JUN 1987,USA,https://media.aws.iaaf.org/Flags/USA.gif,789,Marathon,/athletes/united-states/brad-mish-014360588
3203,Angel DIAZ,1989,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,789,Marathon [Half Marathon],/athletes/argentina/angel-diaz-15078155
3204,Rowan GRIFFIN,29 APR 1994,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,789,Marathon,/athletes/ireland/rowan-griffin-15115247
3205,Martin ACKERMANN,,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,789,Marathon,/athletes/switzerland/martin-ackermann-15087450
3205,Alejandro TELLECHEA,1987,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,789,Marathon,/athletes/argentina/alejandro-tellechea-15111870
3207,Marcel WALKINGTON,,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,789,Marathon [Half Marathon],/athletes/australia/marcel-walkington-15023164
3208,YOSHIKAWA TAIKI,19 MAY 1987,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,789,Marathon,/athletes/japan/yoshikawa-taiki-15087306
3209,Christian BOOHS,1993,GER,https://media.aws.iaaf.org/Flags/GER.gif,788,Marathon [Half Marathon],/athletes/germany/christian-boohs-15177512
3210,Yungui LI,23 OCT 1988,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,788,Marathon,/athletes/pr-of-china/yungui-li-15116390
3211,Lei HUANG,04 JAN 1995,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,788,Marathon,/athletes/pr-of-china/lei-huang-15115761
3212,Evan DOLECKI,21 FEB 1997,USA,https://media.aws.iaaf.org/Flags/USA.gif,788,Marathon,/athletes/united-states/evan-dolecki-15074777
3213,Mickael BIOT,18 JUN 1987,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,787,Marathon,/athletes/france/mickael-biot-014793045
3214,Chongchong MAO,,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,787,Marathon,/athletes/pr-of-china/chongchong-mao-15114573
3215,Francisco CASTRO,,POR,https://media.aws.iaaf.org/Flags/POR.gif,787,Marathon,/athletes/portugal/francisco-castro-15111785
3216,Alioune KASSE,12 SEP 1989,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,787,Marathon,/athletes/france/alioune-kasse-014863043
3217,Ben AOKI-SHERWOOD,,USA,https://media.aws.iaaf.org/Flags/USA.gif,787,Marathon,/athletes/united-states/ben-aoki-sherwood-15100279
3218,Nicolas VANDAMME,16 JUN 1991,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,787,Marathon [Half Marathon],/athletes/france/nicolas-vandamme-014708875
3219,Ruslan HELETA,1999,UKR,https://media.aws.iaaf.org/Flags/UKR.gif,787,Marathon [Half Marathon],/athletes/ukraine/ruslan-heleta-15142509
3220,Bin FAN,,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,787,Marathon,/athletes/pr-of-china/bin-fan-14959510
3221,Chan PUI,1991,HKG,https://media.aws.iaaf.org/Flags/HKG.gif,787,Marathon [Half Marathon],/athletes/hong-kong-china/chan-pui-15111968
3222,Gavin KELLY,,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,787,Marathon [Half Marathon],/athletes/ireland/gavin-kelly-15109547
3223,Bjorn WILLEMS,1991,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,787,Marathon [Half Marathon],/athletes/belgium/bjorn-willems-014422612
3224,Anthony JOHNSON,,USA,https://media.aws.iaaf.org/Flags/USA.gif,786,Marathon,/athletes/united-states/anthony-johnson-15086165
3225,Oseias FERRAZ,,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,786,Marathon,/athletes/brazil/oseias-ferraz-15047143
3226,Konstantinos ANTONOPOULOS,1989,GRE,https://media.aws.iaaf.org/Flags/GRE.gif,786,Marathon,/athletes/greece/konstantinos-antonopoulos-15116644
3227,Davy EMBO,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,786,Marathon [Half Marathon],/athletes/belgium/davy-embo-15139728
3228,Lufeng LIU,26 JUN 1991,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,786,Marathon,/athletes/pr-of-china/lufeng-liu-14805151
3229,Chen HUANG,,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,786,Marathon,/athletes/pr-of-china/chen-huang-15111808
3230,Chi Kin TSUI,25 FEB 1991,HKG,https://media.aws.iaaf.org/Flags/HKG.gif,786,Marathon,/athletes/hong-kong-china/chi-kin-tsui-014682523
3231,Shinji NOCHIHISA,05 JUL 1976,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,786,Marathon,/athletes/japan/shinji-nochihisa-14922326
3231,Edwin DE NEIJS,,NED,https://media.aws.iaaf.org/Flags/NED.gif,786,Marathon,/athletes/netherlands/edwin-de-neijs-15111811
3233,Hiroji KIYOMURA,12 JAN 1979,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,786,Marathon [Half Marathon],/athletes/japan/hiroji-kiyomura-15066386
3234,Christian TRAMPEDACH,19 SEP 1994,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,786,Marathon [Half Marathon],/athletes/denmark/christian-trampedach-15113732
3235,Takahiro NISHITSUBO,,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,786,Marathon [Half Marathon],/athletes/japan/takahiro-nishitsubo-15071005
3236,Danilo THOMAZ,,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,785,Marathon,/athletes/brazil/danilo-thomaz-15082781
3237,Gregory BLEVINS,,USA,https://media.aws.iaaf.org/Flags/USA.gif,785,Marathon,/athletes/united-states/gregory-blevins-014638077
3238,Grétar Örn GUÐMUNDSSON,1953,ISL,https://media.aws.iaaf.org/Flags/ISL.gif,785,Marathon,/athletes/iceland/gretar-orn-gumundsson-15111419
3239,Adrian BADENES,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,785,Marathon [Half Marathon],/athletes/spain/adrian-badenes-15114448
3240,Hernan BARBE,,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,785,Marathon [Half Marathon],/athletes/argentina/hernan-barbe-15114021
3241,Adam PUTYRA,1983,POL,https://media.aws.iaaf.org/Flags/POL.gif,785,Marathon [Half Marathon],/athletes/poland/adam-putyra-014544765
3242,Jorge SILVA,,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,785,Marathon,/athletes/brazil/jorge-silva-15117802
3243,Emanuele CORONEO,1984,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,785,Marathon [Half Marathon],/athletes/italy/emanuele-coroneo-014964903
3244,Yeray MARCHAL,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,785,Marathon,/athletes/spain/yeray-marchal-15120240
3245,Florian VIEUX,1986,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,785,Marathon,/athletes/switzerland/florian-vieux-014443235
3246,Denis SHESTAKOV,16 AUG 1977,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,785,Marathon [Half Marathon],/athletes/russia/denis-shestakov-15111152
3247,Lorenzo CASTRO,,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,785,Marathon [Half Marathon],/athletes/italy/lorenzo-castro-15115490
3247,Jake SHAW,04 SEP 1981,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,785,Marathon [Half Marathon],/athletes/australia/jake-shaw-14384207
3249,Andreas DIERYCK,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,785,Marathon [Half Marathon],/athletes/belgium/andreas-dieryck-15047123
3250,Kosuke ITO,07 FEB 1988,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,785,Marathon,/athletes/japan/kosuke-ito-014841797
3251,Ishmael ANGUIANO,,USA,https://media.aws.iaaf.org/Flags/USA.gif,784,Marathon,/athletes/united-states/ishmael-anguiano-15086130
3252,Keith JOHNSTONE,20 AUG 1988,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,784,Marathon [Half Marathon],/athletes/canada/keith-johnstone-15113933
3253,Jesse FRANK,26 AUG 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,784,Marathon,/athletes/united-states/jesse-frank-15004588
3254,Martin LYNCH,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,784,Marathon,/athletes/great-britain-ni/martin-lynch-15030708
3255,Takuya YAMASHITA,29 NOV 1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,784,Marathon,/athletes/japan/takuya-yamashita-15130903
3256,Truls GRØSTAD,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,784,Marathon,/athletes/norway/truls-grostad-014918348
3257,Finn TIMMERMANS,29 DEC 1998,NED,https://media.aws.iaaf.org/Flags/NED.gif,784,Marathon,/athletes/netherlands/finn-timmermans-15080887
3258,Kazunari TOMITAKA,12 FEB 1989,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,784,Marathon,/athletes/japan/kazunari-tomitaka-14512810
3259,Benjamin HANSON,,USA,https://media.aws.iaaf.org/Flags/USA.gif,784,Marathon,/athletes/united-states/benjamin-hanson-15114003
3260,Thor SKIFTE,1997,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,784,Marathon [Half Marathon],/athletes/denmark/thor-skifte-014752797
3261,Lorenz ZIMMERER,,GER,https://media.aws.iaaf.org/Flags/GER.gif,784,Marathon,/athletes/germany/lorenz-zimmerer-15087367
3262,Hallam GIRARDET,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,783,Marathon [Half Marathon],/athletes/france/hallam-girardet-15112539
3263,Hugo TURIENZO,10 JAN 1979,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,783,Marathon [Half Marathon],/athletes/spain/hugo-turienzo-15092805
3264,Patrick CARTER,,USA,https://media.aws.iaaf.org/Flags/USA.gif,783,Marathon,/athletes/united-states/patrick-carter-15055831
3265,Anthony GAY,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,783,Marathon,/athletes/france/anthony-gay-15085518
3266,Christopher BRACKEN,09 JUL 1986,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,783,Marathon [Half Marathon],/athletes/australia/christopher-bracken-14654908
3267,Gerasimos ANGELATOS,,USA,https://media.aws.iaaf.org/Flags/USA.gif,783,Marathon,/athletes/united-states/gerasimos-angelatos-15086112
3268,Charlie PENROSE,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,783,Marathon,/athletes/great-britain-ni/charlie-penrose-15113734
3269,Ivan GRANDA,10 AUG 1993,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,783,Marathon [Half Marathon],/athletes/spain/ivan-granda-15120331
3270,Yoshimoto TAKAHATA,04 JUL 1971,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,783,Marathon,/athletes/japan/yoshimoto-takahata-15072387
3271,Esayas NIDA,,USA,https://media.aws.iaaf.org/Flags/USA.gif,783,Marathon,/athletes/united-states/esayas-nida-15039243
3272,John MOGEN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,782,Marathon,/athletes/united-states/john-mogen-014620849
3273,Andrés CAMPOS,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,782,Marathon [Half Marathon],/athletes/spain/andres-campos-15085492
3274,Chase PIZZONIA,20 FEB 1986,USA,https://media.aws.iaaf.org/Flags/USA.gif,782,Marathon [Half Marathon],/athletes/united-states/chase-pizzonia-14248571
3275,Gaetan GOHIN,1989,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,782,Marathon [Half Marathon],/athletes/france/gaetan-gohin-15083308
3275,Hamdan Syafril SAYUTI,28 APR 1987,INA,https://media.aws.iaaf.org/Flags/INA.gif,782,Marathon,/athletes/indonesia/hamdan-syafril-sayuti-014693532
3277,Angel FERNANDEZ,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,782,Marathon [Half Marathon],/athletes/spain/angel-fernandez-15017262
3278,Mattias JONSSON,1989,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,782,Marathon [Half Marathon],/athletes/sweden/mattias-jonsson-15046962
3279,Joris VAN DER VOORT,,NED,https://media.aws.iaaf.org/Flags/NED.gif,782,Marathon [Half Marathon],/athletes/netherlands/joris-van-der-voort-15085434
3280,Shintaro MATSUURA,,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,782,Marathon,/athletes/japan/shintaro-matsuura-15003603
3281,Joep POULS,,NED,https://media.aws.iaaf.org/Flags/NED.gif,782,Marathon,/athletes/netherlands/joep-pouls-15085408
3282,Jose Manuel CAPLLIURE,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,781,Marathon [Half Marathon],/athletes/spain/jose-manuel-caplliure-014863062
3283,Raymond LANGLAIS,,USA,https://media.aws.iaaf.org/Flags/USA.gif,781,Marathon,/athletes/united-states/raymond-langlais-15086132
3284,Julien JEANDREE,03 JUL 1994,GER,https://media.aws.iaaf.org/Flags/GER.gif,781,Marathon,/athletes/germany/julien-jeandree-014481822
3285,Daiki SHINADA,22 JUL 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,781,Marathon [Half Marathon],/athletes/japan/daiki-shinada-15119684
3286,Xiaonan YU,26 AUG 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,781,Marathon,/athletes/pr-of-china/xiaonan-yu-014963411
3287,Joshua TOLSDORF,,GER,https://media.aws.iaaf.org/Flags/GER.gif,781,Marathon,/athletes/germany/joshua-tolsdorf-15134940
3288,Greg FROST,01 JUN 1988,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,781,Marathon,/athletes/australia/greg-frost-14962198
3288,Lorenzo BARBIERI,,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,781,Marathon [Half Marathon],/athletes/italy/lorenzo-barbieri-15142612
3290,Marco FERREIRA,1976,POR,https://media.aws.iaaf.org/Flags/POR.gif,781,Marathon,/athletes/portugal/marco-ferreira-014767304
3291,Maarten DEJONGHE,1981,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,781,Marathon,/athletes/belgium/maarten-dejonghe-014588218
3291,Knut BORKHOLM,2002,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,781,Marathon [Half Marathon],/athletes/france/knut-borkholm-15076613
3293,Wancheng SUN,19 APR 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,781,Marathon,/athletes/pr-of-china/wancheng-sun-15115739
3294,Sebastian TAN,,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,781,Marathon,/athletes/australia/sebastian-tan-014920169
3295,Dominic ROYER,,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,781,Marathon,/athletes/canada/dominic-royer-15114007
3296,Arnaud GUILLE,1991,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,781,Marathon,/athletes/france/arnaud-guille-15083345
3296,Phil ADAMS,25 MAY 1984,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,781,Marathon,/athletes/ireland/phil-adams-15115246
3298,Geoffrey DEGROISE,1985,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,780,Marathon [Half Marathon],/athletes/france/geoffrey-degroise-15083323
3299,Matthew URBANSKI,1980,USA,https://media.aws.iaaf.org/Flags/USA.gif,780,Marathon,/athletes/united-states/matthew-urbanski-014401453
3300,Philipp BARTELS,1983,GER,https://media.aws.iaaf.org/Flags/GER.gif,780,Marathon,/athletes/germany/philipp-bartels-15147651
3301,Luc NOTOM,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,780,Marathon,/athletes/france/luc-notom-15085432
3302,Nthuthuko MASEKO,15 APR 1977,RSA,https://media.aws.iaaf.org/Flags/RSA.gif,780,Marathon [Half Marathon],/athletes/south-africa/nthuthuko-maseko-014220515
