Place,Competitor,DOB,Nationality,Score,Date,res,city,place
2454,Guillaume DARQUENNE,,BEL,848, 19 MAR 2023,786, Lille,
2455,Hiroshi SHOZAKI,29 May 1989,JPN,848, 19 NOV 2023,861, Kobe,
2456,Josh URBAN,,USA,848, 15 JAN 2023,844, Houston,
2457,Quentin ROUSSEAUX,05 May 1994,FRA,848, 02 APR 2023,870, Valenciennes,
2457,Quentin ROUSSEAUX,05 May 1994,FRA,848, 05 MAR 2023,889, Paris,
2458,Joe BERGER,,CAN,848, 07 MAY 2023,853, Vancouver,
2459,Gabriel MAIRHOFER,,AUT,848, 26 NOV 2023,848, Firenze,
2460,Ashton GRISSOM,27 Oct 1996,USA,847, 03 DEC 2023,775, Sacramento,
2460,Ashton GRISSOM,27 Oct 1996,USA,847, 17 JUN 2023,919, Duluth,
2461,Tomasz MIKULSKI,30 Jan 1996,POL,847, 22 OCT 2023,798, Poznan,
2462,Chao YU,23 Dec 1990,CHN,847, 29 OCT 2023,896, Beijing,
2463,Juri ASAYAMA,26 Jun 1988,JPN,847, 21 MAY 2023,778, Municipal Stadium,
2463,Juri ASAYAMA,26 Jun 1988,JPN,847, 05 FEB 2023,887, Marugame,
2464,Alberto GUTIERREZ,23 Oct 1981,ESP,847, 14 MAY 2023,808, Santander,
2464,Alberto GUTIERREZ,23 Oct 1981,ESP,847, 19 FEB 2023,865, Sevilla,
2465,Leonardo SANABRIA,02 Nov 1982,COL,847, 08 OCT 2023,807, Chicago,
2465,Leonardo SANABRIA,02 Nov 1982,COL,847, 17 APR 2023,772, Boston,
2466,Pablo ROMEO,,ESP,847, 03 DEC 2023,885, Valencia,
2466,Pablo ROMEO,,ESP,847, 22 OCT 2023,810, Valencia,
2467,Yuta MIHARA,23 Jan 1989,JPN,847, 03 DEC 2023,882, Fukuoka,
2467,Yuta MIHARA,23 Jan 1989,JPN,847, 05 MAR 2023,897, Tokyo,
2467,Yuta MIHARA,23 Jan 1989,JPN,847, 29 JAN 2023,771, Osaka Half Marathon Course,
2468,Francisco FERNÁNDEZ,,ESP,847, 29 OCT 2023,815, Málaga,
2468,Francisco FERNÁNDEZ,,ESP,847, 19 FEB 2023,796, Sevilla,
2469,Santiago CASILLAS,,MEX,847, 03 DEC 2023,872, Valencia,
2470,Robert GOMEZ,1983,USA,847, 05 NOV 2023,825, New York,
2470,Robert GOMEZ,1983,USA,847, 17 APR 2023,870, Boston,
2471,Markus LIWING,29 Nov 1989,SWE,847, 03 DEC 2023,870, Valencia,
2471,Markus LIWING,29 Nov 1989,SWE,847, 23 SEP 2023,A, Lidingö - XC 30.0km,
2472,Anthony RENOU,1994,FRA,847, 03 DEC 2023,858, Valencia,
2472,Anthony RENOU,1994,FRA,847, 22 OCT 2023,763, Cholet,
2473,Vitalii KUZNETSOV,18 Feb 1996,UKR,847, 14 OCT 2023,B, Smiltynė - XC 11.112km,
2473,Vitalii KUZNETSOV,18 Feb 1996,UKR,847, 02 SEP 2023,759, Valmiera,
2473,Vitalii KUZNETSOV,18 Feb 1996,UKR,847, 05 AUG 2023,837, Kuldiga,
2473,Vitalii KUZNETSOV,18 Feb 1996,UKR,847, 29 JUL 2023,804, Jelgava,
2473,Vitalii KUZNETSOV,18 Feb 1996,UKR,847, 21 MAY 2023,805, 10km &5km,
2473,Vitalii KUZNETSOV,18 Feb 1996,UKR,847, 23 APR 2023,850, Kaunas,
2474,Kok Wai TSE,10 Sep 1988,HKG,847, 05 NOV 2023,839, New York,
2474,Kok Wai TSE,10 Sep 1988,HKG,847, 05 MAR 2023,860, Tokyo,
2474,Kok Wai TSE,10 Sep 1988,HKG,847, 12 FEB 2023,780, Hong Kong,
2475,Noah STEFFEN,,USA,847, 11 MAY 2024,856, Grand Rapids,
2475,Noah STEFFEN,,USA,847, 03 FEB 2024,838, Orlando,
2476,Michael BRADY,,USA,847, 17 APR 2023,855, Boston,
2477,Matthew HILLARD,,USA,847, 17 APR 2023,851, Boston,
2478,Tatsuki SHIMAYA,14 Oct 1996,JPN,847, 03 DEC 2023,844, Fukuoka,
2478,Tatsuki SHIMAYA,14 Oct 1996,JPN,847, 12 FEB 2023,812, Ishin Me-Life Stadium,
2479,Brandon DIMITRI,,USA,846, 17 APR 2023,781, Boston,
2480,Felix LEDWIG,11 Feb 1991,GER,846, 24 SEP 2023,909, Berlin,
2480,Felix LEDWIG,11 Feb 1991,GER,846, 02 APR 2023,816, Berlin,
2481,Bai XU,11 Jul 1993,CHN,846, 10 DEC 2023,795, Guangzhou,
2481,Bai XU,11 Jul 1993,CHN,846, 29 OCT 2023,898, Chengdu,
2482,Mahdi SAREBAN,1980,AUT,846, 08 OCT 2023,829, Salzburg,
2482,Mahdi SAREBAN,1980,AUT,846, 23 APR 2023,858, Wien - Austrian Marathon Ch.,
2482,Mahdi SAREBAN,1980,AUT,846, 26 MAR 2023,822, Graz - Austrian Half Marathon Ch.,
2483,Ole SROCKE,1990,GER,846, 29 OCT 2023,891, Frankfurt,
2483,Ole SROCKE,1990,GER,846, 26 MAR 2023,827, Freiburg,
2484,Jonailton FRANÇA,18 Oct 1990,BRA,846, 26 NOV 2023,B, Parque Ecológico Municipal Jardim Esperança,
2484,Jonailton FRANÇA,18 Oct 1990,BRA,846, 31:49.66 ,806, Parque Ecológico Municipal Jardim Esperança,
2484,Jonailton FRANÇA,18 Oct 1990,BRA,846, 02 JUL 2023,806, Goiania,
2484,Jonailton FRANÇA,18 Oct 1990,BRA,846, 31:23.24 ,840, Goiania,
2484,Jonailton FRANÇA,18 Oct 1990,BRA,846, 13 MAY 2023,789, Pista de Atletismo da Universidade Federal do Mato Grosso,
2485,Till GROMMISCH,06 Jun 1999,GER,846, 25 NOV 2023,B, Gelände um das Deutsch-Luxemburgische Schengen-Lyzeum,
2485,Till GROMMISCH,06 Jun 1999,GER,846, 01 OCT 2023,809, Köln,
2485,Till GROMMISCH,06 Jun 1999,GER,846, 10 SEP 2023,935, Bad Liebenzell,
2485,Till GROMMISCH,06 Jun 1999,GER,846, 09 JUL 2023,932, Auestadion,
2485,Till GROMMISCH,06 Jun 1999,GER,846, 21 JUN 2023,946, TSV Stadion,
2485,Till GROMMISCH,06 Jun 1999,GER,846, 07 JUN 2023,953, Stadion Hacheney,
2485,Till GROMMISCH,06 Jun 1999,GER,846, 27 MAY 2023,978, Putbosstadion,
2485,Till GROMMISCH,06 Jun 1999,GER,846, 20 MAY 2023,992, Carl-Kaufmann-Stadion,
2485,Till GROMMISCH,06 Jun 1999,GER,846, 18 FEB 2023,864, Helmut-Körnig-Halle,
2485,Till GROMMISCH,06 Jun 1999,GER,846, 04 FEB 2023,1018, Topsporthal Vlaanderen,
2486,Ivan DRAČAR,13 Jan 1996,CRO,846, 08 OCT 2023,782, Zagreb - Croatian Marathon Ch.,
2486,Ivan DRAČAR,13 Jan 1996,CRO,846, 24 SEP 2023,805, Sports Park Mladost,
2486,Ivan DRAČAR,13 Jan 1996,CRO,846, 23 SEP 2023,759, Sports Park Mladost,
2486,Ivan DRAČAR,13 Jan 1996,CRO,846, 17 SEP 2023,870, Varaždin,
2486,Ivan DRAČAR,13 Jan 1996,CRO,846, 09 JUL 2023,815, Stadion Branko Čavlović-Čavlek,
2486,Ivan DRAČAR,13 Jan 1996,CRO,846, 08 JUL 2023,892, Stadion Branko Čavlović-Čavlek,
2486,Ivan DRAČAR,13 Jan 1996,CRO,846, 11 JUN 2023,814, Sports Park Mladost,
2486,Ivan DRAČAR,13 Jan 1996,CRO,846, 10 JUN 2023,807, Sports Park Mladost,
2486,Ivan DRAČAR,13 Jan 1996,CRO,846, 31:48.0h ,808, Sports Park Mladost,
2486,Ivan DRAČAR,13 Jan 1996,CRO,846, 26 MAR 2023,779,0,
2487,Lei ZHAO,25 Aug 1996,CHN,846, 29 OCT 2023,814, Beijing,
2487,Lei ZHAO,25 Aug 1996,CHN,846, 27 AUG 2023,879, Harbin,
2487,Lei ZHAO,25 Aug 1996,CHN,846, 02 APR 2023,872, Shijiazhuang,
2488,Kang NGAI,17 Jan 1993,HKG,846, 17 SEP 2023,758, presented by Asics,
2488,Kang NGAI,17 Jan 1993,HKG,846, 12 FEB 2023,854, Hong Kong,
2489,Adam PROCKNOW,,USA,846, 08 OCT 2023,876, Chicago,
2490,Wiebelt MICHAEL,,GER,846, 24 SEP 2023,832, Berlin,
2491,Marius POSA,,GBR,846, 15 OCT 2023,835, Amsterdam,
2492,Maxime BOURDET,1989,FRA,846, 16 APR 2023,834, Annecy,
2493,Robert OLSSON,,SWE,846, 03 DEC 2023,855, Valencia,
2493,Robert OLSSON,,SWE,846, 16 SEP 2023,803, Oslo,
2494,James WEISSENSEL,,USA,846, 08 OCT 2023,845, Chicago,
2494,James WEISSENSEL,,USA,846, 17 JUN 2023,848, Duluth,
2495,Victor KIPKEMEI,,KEN,845, 03 DEC 2023,913, Bangkok,
2495,Victor KIPKEMEI,,KEN,845, 21 JAN 2023,904, Buri Ram,
2496,Wilfred VAN HOLST,01 Jul 1988,NED,845, 19 NOV 2023,808, Nijmegen,
2496,Wilfred VAN HOLST,01 Jul 1988,NED,845, 29 OCT 2023,890, Frankfurt,
2496,Wilfred VAN HOLST,01 Jul 1988,NED,845, 03 SEP 2023,800, Münster,
2496,Wilfred VAN HOLST,01 Jul 1988,NED,845, 24 JUN 2023,831, Appingedam,
2496,Wilfred VAN HOLST,01 Jul 1988,NED,845, 02 APR 2023,850, Brunssum,
2496,Wilfred VAN HOLST,01 Jul 1988,NED,845, 12 FEB 2023,842, Schoorl,
2497,Alejandro ARIAS,,ESP,845, 03 DEC 2023,885, Valencia,
2497,Alejandro ARIAS,,ESP,845, 22 OCT 2023,804, Valencia,
2498,Antonio Jesus  AGUILAR CONEJO,,ESP,845, 10 DEC 2023,881, Málaga,
2498,Antonio Jesus  AGUILAR CONEJO,,ESP,845, 29 OCT 2023,801, Málaga,
2498,Antonio Jesus  AGUILAR CONEJO,,ESP,845, 19 FEB 2023,934, Sevilla,
2498,Antonio Jesus  AGUILAR CONEJO,,ESP,845, 29 JAN 2023,881, Sevilla,
2499,Tony HATEFNEJAD,15 Jun 1987,SWE,845, 03 DEC 2023,879, Valencia,
2499,Tony HATEFNEJAD,15 Jun 1987,SWE,845, 22 OCT 2023,797, Valencia,
2499,Tony HATEFNEJAD,15 Jun 1987,SWE,845, 01 OCT 2023,768, Riga,
2499,Tony HATEFNEJAD,15 Jun 1987,SWE,845, 17 SEP 2023,761, København,
2499,Tony HATEFNEJAD,15 Jun 1987,SWE,845, 03 JUN 2023,757, Stockholm,
2499,Tony HATEFNEJAD,15 Jun 1987,SWE,845, 19 FEB 2023,852, Barcelona,
2500,Paolo PELLIZZARI,,ITA,845, 19 NOV 2023,877, Verona,
2500,Paolo PELLIZZARI,,ITA,845, 23 APR 2023,814, Padova,
2501,Tim TESSELAAR,1995,NED,845, 08 OCT 2023,876, Chicago,
2501,Tim TESSELAAR,1995,NED,845, 17 SEP 2023,801, Zaandam,
2501,Tim TESSELAAR,1995,NED,845, 03 SEP 2023,855, Rotterdam,
2501,Tim TESSELAAR,1995,NED,845, 12 FEB 2023,821, Schoorl,
2502,Mario MARTINEZ,03 Dec 1996,MEX,845, 24 SEP 2023,875, Berlin,
2502,Mario MARTINEZ,03 Dec 1996,MEX,845, 11 JUN 2023,814, Paris,
2503,Luciano DRAGI,11 Feb 1987,ARG,845, 25 JUN 2023,760, Rosario,
2504,Yuya ASAGA,30 Nov 1987,JPN,845, 30:10.58 ,940, Rosario,
2504,Yuya ASAGA,30 Nov 1987,JPN,845, 09 APR 2023,865, Niigatashi Field,
2504,Yuya ASAGA,30 Nov 1987,JPN,845, 30:12.20 ,937, Niigatashi Field,
2504,Yuya ASAGA,30 Nov 1987,JPN,845, 05 MAR 2023,1032, Tokyo,
2504,Yuya ASAGA,30 Nov 1987,JPN,845, 12 FEB 2023,1016, Ishin Me-Life Stadium,
2505,Fabio TRONCONI,,ITA,845, 15 OCT 2023,823, Amsterdam,
2506,Tyler COOPER,11 Jul 1998,USA,845, 03 DEC 2023,797, Sacramento,
2506,Tyler COOPER,11 Jul 1998,USA,845, 17 APR 2023,827, Boston,
2507,Alexandre LABBE,,FRA,845, 26 NOV 2023,830, La Rochelle,
2507,Alexandre LABBE,,FRA,845, 16 APR 2023,861, Annecy,
2508,Max HOFFMAN,06 Jul 1996,USA,845, 03 DEC 2023,859, Sacramento,
2508,Max HOFFMAN,06 Jul 1996,USA,845, 05 NOV 2023,831, New York,
2509,Denis GALERIN,11 Jan 1984,BEL,845, 22 JUL 2023,788, Stedelijke Atletiekpiste,
2509,Denis GALERIN,11 Jan 1984,BEL,845, 31:49.78 ,805, Stedelijke Atletiekpiste,
2509,Denis GALERIN,11 Jan 1984,BEL,845, 12 MAR 2023,781, Gent - Belgian Half Marathon Ch.,
2510,Antoine DHAYNAUT,1987,FRA,845, 02 APR 2023,852, Paris,
2510,Antoine DHAYNAUT,1987,FRA,845, 05 MAR 2023,816, Paris,
2510,Zingisile MARIKENI,17 Aug 1975,RSA,845, 03 JUN 2023,834, Gqeberha,
2512,Masanori BINGO,22 Jun 1985,JPN,845, 23 APR 2023,834, Nagano,
2512,Masanori BINGO,22 Jun 1985,JPN,845, 05 FEB 2023,797, Beppu,
2513,Nick MUSUMECI,,USA,845, 08 OCT 2023,849, Chicago,
2513,Nick MUSUMECI,,USA,845, 17 APR 2023,841, Boston,
2514,Hideyuki HINO,08 May 1982,JPN,845, 25 FEB 2024,842, Osaka,
2514,Hideyuki HINO,08 May 1982,JPN,845, 04 FEB 2024,848, Oita,
2515,Ignacio MORON GONZALEZ,1971,ESP,844, 03 DEC 2023,921, Valencia,
2515,Ignacio MORON GONZALEZ,1971,ESP,844, 29 OCT 2023,767, Málaga,
2515,Ignacio MORON GONZALEZ,1971,ESP,844, 19 FEB 2023,864, Sevilla,
2516,Marcus REISCHAUER,,AUT,844, 24 SEP 2023,914, Berlin,
2516,Marcus REISCHAUER,,AUT,844, 23 APR 2023,774, Wien,
2516,Marcus REISCHAUER,,AUT,844, 02 APR 2023,792, Paris,
2516,Marcus REISCHAUER,,AUT,844, 29 JAN 2023,779, Wien,
2517,Pau CASTELLVELL,,ESP,844, 10 MAR 2024,874, Barcelona,
2517,Pau CASTELLVELL,,ESP,844, 11 FEB 2024,814, Barcelona,
2518,Hiroto KITAURA,1996,JPN,844, 03 DEC 2023,867, Fukuoka,
2518,Hiroto KITAURA,1996,JPN,844, 23 APR 2023,821, Gifu,
2519,Fernando CASTRO,1992,ARG,844, 24 SEP 2023,826, Buenos Aires,
2519,Fernando CASTRO,1992,ARG,844, 27 AUG 2023,798, Buenos Aires,
2520,Liang YANG,28 Sep 1988,CHN,844, 31 DEC 2023,834, Shenzhen,
2520,Liang YANG,28 Sep 1988,CHN,844, 29 OCT 2023,855, Changsha,
2521,Bouke ONSTENK,28 Jan 1981,NED,844, 24 SEP 2023,854, Berlin,
2521,Bouke ONSTENK,28 Jan 1981,NED,844, 16 APR 2023,835, Rotterdam,
2521,Bouke ONSTENK,28 Jan 1981,NED,844, 12 FEB 2023,788, Schoorl,
2522,Sean MCDONALD,,USA,844, 08 OCT 2023,849, Chicago,
2522,Sean MCDONALD,,USA,844, 17 APR 2023,839, Boston,
2523,Luis Felipe BARBOZA,26 Sep 1987,BRA,843, 26 NOV 2023,884, Monumental,
2523,Luis Felipe BARBOZA,26 Sep 1987,BRA,843, 12 NOV 2023,798, Brasilia,
2524,Viktor ROMANYUK,09 May 1991,UKR,843, 24 SEP 2023,793, Khust,
2525,Haijie ZHAO,06 Sep 1996,CHN,843, 21 APR 2024,B, Shanghai,
2525,Haijie ZHAO,06 Sep 1996,CHN,843, 14 APR 2024,887, Beijing,
2525,Haijie ZHAO,06 Sep 1996,CHN,843, 31 MAR 2024,799, Shijiazhuang,
2526,Ismail EL HAISSOUFI,1991,MAR,843, 26 NOV 2023,886, Firenze,
2526,Ismail EL HAISSOUFI,1991,MAR,843, 19 MAR 2023,900, Roma,
2526,Ismail EL HAISSOUFI,1991,MAR,843, 05 MAR 2023,837, Roma,
2526,Ismail EL HAISSOUFI,1991,MAR,843, 15 JAN 2023,738, Terni,
2527,David MCKINNON,,GBR,843, 24 SEP 2023,865, Berlin,
2527,David MCKINNON,,GBR,843, 27 AUG 2023,821, Larne,
2528,Long CHEN,29 Sep 1984,CHN,843, 03 DEC 2023,760, Shenzhen,
2528,Long CHEN,29 Sep 1984,CHN,843, 29 OCT 2023,864, Beijing,
2528,Long CHEN,29 Sep 1984,CHN,843, 12 MAR 2023,790, Suzhou,
2529,Kazuhiro OMURA,28 May 1983,JPN,843, 19 NOV 2023,824, Kobe,
2530,Jose Manuel PALMA,,ESP,843, 16 APR 2023,805, Zaragoza,
2531,Takahisa IWAMI,06 Sep 1985,JPN,843, 03 DEC 2023,831, Fukuoka,
2531,Takahisa IWAMI,06 Sep 1985,JPN,843, 05 FEB 2023,857, Beppu,
2532,Naoki MATOBA,13 Oct 1997,JPN,843, 03 DEC 2023,853, Hofu,
2533,Simon NOLAN,,IRL,843, 29 OCT 2023,850, Dublin,
2533,Simon NOLAN,,IRL,843, 24 SEP 2023,837, Berlin,
2534,David ESTEVE,03 Aug 1991,ESP,842, 03 DEC 2023,895, Valencia,
2535,Eńaut VAZQUEZ,18 May 1990,ESP,842, 03 DEC 2023,891, Valencia,
2536,Axel DE POORTER,1993,FRA,842, 03 DEC 2023,880, Valencia,
2536,Axel DE POORTER,1993,FRA,842, 22 OCT 2023,805, Valencia,
2536,Axel DE POORTER,1993,FRA,842, 02 APR 2023,791, Paris,
2537,Minoru SENOO,1980,JPN,842, 03 DEC 2023,808, Fukuoka,
2538,Stefan RICHLE,1983,SUI,842, 21 APR 2024,864, Zürich,
2538,Stefan RICHLE,1983,SUI,842, 17 MAR 2024,820, Oberriet,
2539,Raphael NICODEMOU,01 Aug 1992,CYP,842, 24 SEP 2023,854, Berlin,
2539,Raphael NICODEMOU,01 Aug 1992,CYP,842, 23 APR 2023,815, Hamburg,
2540,Bjørn LANGSTEIN,22 Aug 1998,NOR,842, 29 OCT 2023,851, Frankfurt,
2540,Bjørn LANGSTEIN,22 Aug 1998,NOR,842, 17 SEP 2023,754, København,
2541,Francisco LEMES,1986,CHI,842, 24 SEP 2023,836, Buenos Aires,
2542,Alberto RIVERA,16 Feb 1978,ESP,841, 03 DEC 2023,917, Valencia,
2542,Alberto RIVERA,16 Feb 1978,ESP,841, 19 NOV 2023,GL, Soria - XC 8.801km,
2542,Alberto RIVERA,16 Feb 1978,ESP,841, 19 FEB 2023,889, Sevilla,
2542,Alberto RIVERA,16 Feb 1978,ESP,841, 22 JAN 2023,863, Santa Pola,
2543,Ignacio SAFONT,,ESP,841, 16 APR 2023,773, Zaragoza,
2545,Martin VERMEER,,NED,841, 16 APR 2023,818, Rotterdam,
2546,Marco FILIPPI,1989,ITA,841, 26 NOV 2023,861, Firenze,
2546,Marco FILIPPI,1989,ITA,841, 22 OCT 2023,820, Venezia,
2546,Marco FILIPPI,1989,ITA,841, 23 APR 2023,813, Padova,
2547,Paddy O DONNELL,,IRL,841, 24 SEP 2023,859, Berlin,
2547,Paddy O DONNELL,,IRL,841, 22 APR 2023,764, Mary Peters Track,
2547,Paddy O DONNELL,,IRL,841, 19 FEB 2023,800, Barcelona,
2548,Gerard DE ANTONIO,20 Nov 1989,ESP,841, 03 MAR 2024,826, Tokyo,
2548,Gerard DE ANTONIO,20 Nov 1989,ESP,841, 11 FEB 2024,857, Barcelona,
2549,Javier CANELADA,,ESP,841, 03 DEC 2023,855, Valencia,
2549,Javier CANELADA,,ESP,841, 22 OCT 2023,827, Valencia,
2549,Javier CANELADA,,ESP,841, 19 FEB 2023,854, Sevilla,
2550,Tomoaki OTA,30 Aug 1982,JPN,841, 03 DEC 2023,849, Fukuoka,
2550,Tomoaki OTA,30 Aug 1982,JPN,841, 23 APR 2023,827, Gifu,
2550,Tomoaki OTA,30 Aug 1982,JPN,841, 26 FEB 2023,796, Osaka,
2550,Tomoaki OTA,30 Aug 1982,JPN,841, 29 JAN 2023,792, Osaka Half Marathon Course,
2551,Dario WERDER,,SUI,841, 23 APR 2023,833, Zürich,
2552,Lucas ALONSO,,ESP,840, 31 DEC 2023,767, Barcelona,
2552,Lucas ALONSO,,ESP,840, 03 DEC 2023,909, Valencia,
2552,Lucas ALONSO,,ESP,840, 19 FEB 2023,897, Barcelona,
2553,Hugo RANVE,2002,FRA,840, 24 SEP 2023,789, Montbéliard,
2553,Hugo RANVE,2002,FRA,840, 26 MAR 2023,760, Houilles,
2554,Jorge VILLANUEVA,,USA,840, 08 OCT 2023,891, Chicago,
2554,Dimitrios KALIAKOUDIS,17 Jul 1984,GRE,840, 19 NOV 2023,B, Trikala - XC 10.0km,
2554,Dimitrios KALIAKOUDIS,17 Jul 1984,GRE,840, 12 NOV 2023,789, Athina,
2554,Dimitrios KALIAKOUDIS,17 Jul 1984,GRE,840, 33:46.69 ,661, Athina,
2556,Adam WILKINSON,02 Mar 2000,USA,840, 03 DEC 2023,886, Sacramento,
2557,Rongsong WANG,04 Aug 1989,CHN,840, 10 DEC 2023,801, Guangzhou,
2557,Rongsong WANG,04 Aug 1989,CHN,840, 12 NOV 2023,880, Nanchang,
2558,Morten GREEN,12 Apr 1987,DEN,840, 14 MAY 2023,861, København - Danish Marathon Ch.,
2559,Dario COLOGNA,,SUI,840, 24 SEP 2023,873, Berlin,
2560,Jesse CORRO,,VEN,840, 24 SEP 2023,813, Berlin,
2560,Jesse CORRO,,VEN,840, 23 APR 2023,867, Madrid,
2561,Theo LACHAT,1994,FRA,840, 24 SEP 2023,853, Berlin,
2561,Theo LACHAT,1994,FRA,840, 15 APR 2023,761, 5K,
2562,William REHRIG,26 Feb 1993,USA,840, 03 DEC 2023,849, Sacramento,
2562,William REHRIG,26 Feb 1993,USA,840, 17 JUN 2023,831, Duluth,
2562,William REHRIG,26 Feb 1993,USA,840, 02 APR 2023,753, Duluth,
2563,Simone PESSINA,12 Jun 1985,ITA,840, 29 OCT 2023,832, Frankfurt,
2563,Simone PESSINA,12 Jun 1985,ITA,840, 02 APR 2023,795, Milano,
2564,Nathan KOLBUS,,USA,840, 08 OCT 2023,847, Chicago,
2564,Nathan KOLBUS,,USA,840, 32:23.61 ,762, Chicago,
2564,Nathan KOLBUS,,USA,840, 30:31.38 ,911, Chicago,
2564,Nathan KOLBUS,,USA,840, 10 FEB 2023,879, Chicago,
2565,Mark KEARNEY,,GBR,840, 18 FEB 2024,838, Sevilla,
2566,Ryota AKINO,07 Apr 2000,JPN,839, 10 MAR 2024,753, Showa Park,
2566,Ryota AKINO,07 Apr 2000,JPN,839, 04 FEB 2024,926, Oita,
2567,Tage MORKEN AUGUSTSON,,NOR,839, 16 SEP 2023,914, Oslo,
2568,Jie WANG,24 Apr 1990,CHN,839, 29 OCT 2023,885, Beijing,
2568,Jie WANG,24 Apr 1990,CHN,839, 29 OCT 2023,915, Beijing,
2568,Jie WANG,24 Apr 1990,CHN,839, 02 APR 2023,817, Shijiazhuang,
2568,Jie WANG,24 Apr 1990,CHN,839, 12 MAR 2023,801, Suzhou,
2569,David TEJADA,,ESP,839, 19 FEB 2023,866, Sevilla,
2570,Espen LIE,,NOR,839, 03 DEC 2023,872, Valencia,
2570,Espen LIE,,NOR,839, 03 SEP 2023,806, Drammen,
2571,Martin HOLM,19 Feb 1984,SWE,839, 03 DEC 2023,858, Valencia,
2571,Martin HOLM,19 Feb 1984,SWE,839, 19 AUG 2023,802, Laugardalsvöllur,
2571,Martin HOLM,19 Feb 1984,SWE,839, 31:43.79 ,813, Laugardalsvöllur,
2571,Martin HOLM,19 Feb 1984,SWE,839, 18 MAY 2023,715, Olympiastadion,
2571,Martin HOLM,19 Feb 1984,SWE,839, 02 APR 2023,782, Berlin,
2572,Sjur MOLSTAD,11 Jan 1983,NOR,839, 29 SEP 2024,853, Berlin,
2572,Sjur MOLSTAD,11 Jan 1983,NOR,839, 03 MAR 2024,826, Tokyo,
2573,Kevin CECCHINEL,1995,FRA,839, 15 APR 2023,828, 5K,
2573,Kevin CECCHINEL,1995,FRA,839, 26 MAR 2023,788, Houilles,
2573,Kevin CECCHINEL,1995,FRA,839, 05 MAR 2023,821, Paris,
2574,Thomas IARIA,1987,FRA,839, 24 SEP 2023,847, Berlin,
2575,Glenn VANOBOST,1987,BEL,838, 24 SEP 2023,888, Berlin,
2575,Glenn VANOBOST,1987,BEL,838, 05 MAR 2023,811, Tokyo,
2576,Minghua WANG,08 Oct 1984,CHN,838, 17 DEC 2023,785, Danzhou,
2576,Minghua WANG,08 Oct 1984,CHN,838, 03 DEC 2023,B, Nanning,
2576,Minghua WANG,08 Oct 1984,CHN,838, 19 NOV 2023,E, Tengchong,
2576,Minghua WANG,08 Oct 1984,CHN,838, 29 OCT 2023,887, Chengdu,
2576,Minghua WANG,08 Oct 1984,CHN,838, 11 JUN 2023,790, Lanzhou,
2576,Minghua WANG,08 Oct 1984,CHN,838, 26 MAR 2023,834, Guilin,
2577,Jordan MADDOCKS,07 May 1986,USA,838, 03 DEC 2023,792, Sacramento,
2577,Jordan MADDOCKS,07 May 1986,USA,838, 17 JUN 2023,884, Duluth,
2577,Jordan MADDOCKS,07 May 1986,USA,838, 05 MAR 2023,826, Tokyo,
2578,Enrique BERNAL,,ESP,838, 19 FEB 2023,857, Sevilla,
2579,Charlie GARDNER,,USA,838, 08 OCT 2023,875, Chicago,
2580,Clément BOURJAILLAT,2000,FRA,838, 22 OCT 2023,803, Rennes,
2581,Xavier SALVADOR,,USA,838, 08 OCT 2023,869, Chicago,
2581,Xavier SALVADOR,,USA,838, 17 APR 2023,808, Boston,
2581,Xavier SALVADOR,,USA,838, 02 APR 2023,810, Boston,
2581,Carlos VILLAGOMEZ,08 Feb 1997,USA,838, 03 DEC 2023,869, Sacramento,
2581,Carlos VILLAGOMEZ,08 Feb 1997,USA,838, 17 APR 2023,808, Boston,
2583,Nolan MCKENNA,,USA,838, 08 OCT 2023,813, Chicago,
2583,Nolan MCKENNA,,USA,838, 17 JUN 2023,863, Duluth,
2584,Carlo NENAST,1988,GER,838, 03 DEC 2023,862, Valencia,
2584,Carlo NENAST,1988,GER,838, 10 SEP 2023,773, Bad Liebenzell,
2585,Stian EILERTSEN,17 Nov 1986,NOR,838, 03 SEP 2023,817, Drammen,
2585,Stian EILERTSEN,17 Nov 1986,NOR,838, 14 MAY 2023,860, København,
2585,Stian EILERTSEN,17 Nov 1986,NOR,838, 19 FEB 2023,763, Barcelona,
2586,Adam QUINN,14 May 1989,USA,838, 17 JUN 2023,858, Duluth,
2587,Sylvestro SACK,,NED,838, 15 OCT 2023,857, Amsterdam,
2587,Sylvestro SACK,,NED,838, 16 APR 2023,819, Rotterdam,
2588,Kevin MULLER,,BEL,838, 10 MAR 2024,854, Barcelona,
2588,Kevin MULLER,,BEL,838, 11 FEB 2024,823, Barcelona,
2589,Patrick SPETTEL,1989,AUT,838, 23 APR 2023,823, Zürich,
2590,Herbert KOPP,,AUT,838, 08 OCT 2023,843, Chicago,
2590,Carl JONES,,GBR,838, 24 SEP 2023,843, Berlin,
2592,Aidan MC SWINEY,,IRL,838, 03 DEC 2023,795, Valencia,
2592,Aidan MC SWINEY,,IRL,838, 29 OCT 2023,787, Frankfurt,
2592,Aidan MC SWINEY,,IRL,838, 24 SEP 2023,824, Remich,
2592,Aidan MC SWINEY,,IRL,838, 02 APR 2023,779, Berlin,
2593,Hunter JUTRAS,,USA,837, 15 APR 2024,777, Boston,
2593,Hunter JUTRAS,,USA,837, 14 JAN 2024,897, Houston,
2594,Chad KING,,USA,837, 03 DEC 2023,873, Valencia,
